kospi_ticker,russell_ticker,ks_len,rs_len,corr_r,rmse_r,corr_px,distance_px,rmse_px
000240 KS,ACGL UW,2183,2183,0.1306688004346087,0.0180498248753584,-0.5839244386877737,56.00708265929069,1.2720587973559137
000240 KS,AFG UN,2183,2183,0.13544670489383812,0.018097862032046063,-0.3499832592417874,43.68323494298374,1.0637684979875182
000240 KS,AFL UN,2183,2183,0.15514793473568542,0.0172284471089948,-0.5476051505789914,37.10917262696094,0.9101598991788683
000240 KS,AGNC UW,2183,2183,0.13160701325983304,0.017135288884720375,0.8073034393577602,1.4802135750145793,0.1013824314841435
000240 KS,AGO UN,2183,2183,0.12807383303625028,0.01989403573793991,-0.4356530956425587,38.290628912087726,0.9370831384398298
000240 KS,AIG UN,2183,2183,0.1609235261122365,0.019313005699583982,0.4398485001657471,6.9521270086212885,0.2883174376195572
000240 KS,AIZ UN,2183,2183,0.09512891636479447,0.01846353974974303,-0.5203943218002607,46.39994619533665,1.0917529236350838
000240 KS,AJG UN,2183,2183,0.10596999659765786,0.017461893701497314,-0.6338820306377749,78.30086407373507,1.744566326897653
000240 KS,ALL UN,2183,2183,0.10959340564356256,0.017685652837088374,-0.5716322848770611,33.136604220357356,0.7952747168698887
000240 KS,ALLY UN,2183,2183,0.15764024100097396,0.02158182327646117,-0.23055705880063135,24.133197715462593,0.6858983587673289
000240 KS,AMG UN,2183,2183,0.15574397839873771,0.0211204838914139,0.6173662123736934,2.3116368122702107,0.16077565095333726
000240 KS,AMP UN,2183,2183,0.1541532887247445,0.02018098263836132,-0.4781613342716864,38.425328995006886,0.8732483638535083
000240 KS,AON UN,2183,2183,0.08645831250522089,0.017853587838754358,-0.6578985067596267,66.65305279542478,1.5051194709120972
000240 KS,APO UN,2183,2183,0.14619164140907334,0.021770905879894314,-0.6136708150798789,53.136697290082125,1.2190724952040604
000240 KS,ARES UN,2183,2183,0.11005574068136077,0.02160444422215601,-0.573590093711049,95.28826708624554,2.096829888634513
000240 KS,AXP UN,2183,2183,0.15916344201727628,0.018793071610450175,-0.5517547972965211,28.506713467623808,0.6811335692729446
000240 KS,AXS UN,2183,2183,0.1317285086180793,0.018181599143565836,0.285388576307675,11.822775000974458,0.40891436095993994
000240 KS,BAC UN,2183,2183,0.12751367586292514,0.020151194226771637,-0.44989131398277465,42.146358235748146,1.0086183577257979
000240 KS,BEN UN,2183,2183,0.14403329211814245,0.020410624898114727,0.7670781438325102,2.185802220509893,0.14884773538908297
000240 KS,BHF UW,1524,1524,0.1870144753889239,0.02540131348535587,0.45717162965431063,1.333055089183221,0.15062955048519847
000240 KS,BK UN,2183,2183,0.13437893644658028,0.018976249975625838,0.09446544553940044,13.780124564899774,0.47340555074927737
000240 KS,BLK UN,2183,2183,0.14582196906411307,0.01881384939740275,-0.39492042549276274,40.133436570450456,0.9473381259998066
000240 KS,BOH UN,2183,2183,0.11139729591731287,0.01932544632118941,0.08519564561150524,14.390225609372683,0.6288145155648636
000240 KS,BOKF UW,2183,2183,0.11815841474189223,0.020558038331699547,-0.11644280261008003,25.406799406360594,0.6923830990951181
000240 KS,BPOP UW,2183,2183,0.125145436374536,0.0208331533177259,-0.4564769487863201,40.33499177456532,0.9795192492494281
000240 KS,BRK_B UN,2183,2183,0.11996169015840595,0.016951895851955095,-0.5721560862906051,37.10270618027123,0.8644083801658676
000240 KS,BRO UN,2183,2183,0.11250774440950263,0.01757401053474992,-0.6654771331282593,84.24496917959713,1.883408102921747
000240 KS,BX UN,2183,2183,0.1413212388796717,0.021232333358436595,-0.501500522331299,62.68173940737243,1.3935469221806822
000240 KS,C UN,2183,2183,0.14658185034932858,0.019845520939535153,0.10571165830796923,10.663111265708903,0.4446884930437496
000240 KS,CACC UW,2183,2183,0.0952157983215931,0.02370744899838645,-0.6414419036440743,98.3199071504397,2.2063433346217263
000240 KS,CB UN,2183,2183,0.11423790827266889,0.017730874424258723,-0.458517234529609,28.079897127470865,0.6889032642933836
000240 KS,CBOE UF,2183,2183,0.05836131280426599,0.018825261858263824,-0.5718640589769887,40.07042388493208,0.9524798998426721
000240 KS,CBSH UW,2183,2183,0.10258970781816378,0.018778199740816726,-0.5758260574957963,48.16784005090129,1.1201671675485494
000240 KS,CFG UN,2183,2183,0.12991838055758867,0.021765768599982346,-0.14884171341302957,26.832264626527916,0.7893046913683851
000240 KS,CFR UN,2183,2183,0.11330233459754427,0.02095594814566749,-0.36502790025490767,30.229275890004313,0.7789034242336134
000240 KS,CG UW,2183,2183,0.13654580573638803,0.021675584783224826,-0.35398766898880135,16.397609183918195,0.4952746642718843
000240 KS,CINF UW,2183,2183,0.09752699193314973,0.01878241723948393,-0.49431520198421003,45.27224766164846,1.089719399636817
000240 KS,CMA UN,2183,2183,0.12175935496687515,0.022359406806400663,0.0,25.402728029911334,0.8257171092649289
000240 KS,CME UW,2183,2183,0.07022930219499926,0.01844182325877911,-0.6544283911499608,54.28545209854706,1.2674039510220982
000240 KS,CNA UN,2183,2183,0.12510417559424195,0.01812489508090671,0.05962203081024081,12.057301870021899,0.43300347639618614
000240 KS,COF UN,2183,2183,0.1483143155553347,0.020788285824928764,-0.144984658654329,20.639100608695152,0.577744514533134
000240 KS,COIN UW,555,555,0.13974062801947126,0.05061616824400778,0.789162321583104,7.663885171091066,0.3944036004215774
000240 KS,COLB UW,2183,2183,0.10868758715103774,0.021277449248211552,0.3197238920294508,14.448595653142212,0.5959746600135958
000240 KS,CRBG UN,184,184,0.16341182807773613,0.0234500441327473,0.5406818982957394,0.8138052738911661,0.09419691283831555
000240 KS,DFS UN,2183,2183,0.1529435547092117,0.020423414652348423,-0.31426911485088416,26.521189521861896,0.6335603159225622
000240 KS,EQH UN,1313,1313,0.19129736269244532,0.022672144809423835,0.19111309721757921,9.231966387529003,0.4446819439594086
000240 KS,ERIE UW,2183,2183,0.07085664794532498,0.01878947604840933,-0.6356346593603405,54.8071797259794,1.271085011188648
000240 KS,EVR UN,2183,2183,0.12010477137932536,0.021497353809798107,-0.27240602288222276,46.0592553006576,1.1079249075288573
000240 KS,EWBC UW,2183,2183,0.13318379182701198,0.022275779648539336,-0.15935595487277446,29.73700295484168,0.8254552676109094
000240 KS,FAF UN,2183,2183,0.11777592901538267,0.018713714959649772,-0.4594647135113398,35.207048662421386,0.8934313305686655
000240 KS,FCNCA UW,2183,2183,0.1379802060946542,0.020868284351749453,-0.47864068606329263,70.52343186468451,1.5751055078750096
000240 KS,FDS UN,2183,2183,0.10793037214105497,0.018260564490183533,-0.6901685947186386,62.89104491249426,1.4231727384953066
000240 KS,FG UN,136,136,0.0,0.028523432535171814,0.6734284594014397,1.7515014615355002,0.2209638776849788
000240 KS,FHB UW,1771,1771,0.10870130378972012,0.020495489782166896,0.595976620287722,2.6292526833629735,0.288420954228243
000240 KS,FHN UN,2183,2183,0.1133060477177864,0.02039086273373883,0.0,16.11679260110621,0.6108563202556841
000240 KS,FITB UW,2183,2183,0.13387374771900026,0.021180787205753,-0.2672279949010699,29.519475457987966,0.8086557009200951
000240 KS,FNB UN,2183,2183,0.12987192707523654,0.020353821744857923,0.5230038890422463,5.568143878504618,0.26607257010758084
000240 KS,FNF UN,2183,2183,0.12107379745411002,0.018716905625804296,-0.43190724067713326,30.231909101013397,0.7952605962115089
000240 KS,GL UN,2183,2183,0.1152369328125199,0.01800614346568388,-0.5904059916059038,39.25904772822752,0.9349139268803733
000240 KS,GS UN,2183,2183,0.12655227908826278,0.019358695498485495,-0.31944609341651037,29.845620502609822,0.7087081037853216
000240 KS,HBAN UW,2183,2183,0.12694408920257766,0.020543306955424504,-0.07258914941086853,16.321330310620834,0.5811882435037322
000240 KS,HIG UN,2183,2183,0.14527844018838115,0.018368119977467085,-0.3711563063693854,26.43828235382524,0.6698610554779776
000240 KS,HOOD UW,479,479,0.15512148440625276,0.03758984277158116,0.878396468966289,7.439602882102631,0.41751089936785973
000240 KS,IBKR UW,2183,2183,0.11587098673703716,0.02015526121530924,-0.46885767938335066,55.8676055605863,1.2771032668431794
000240 KS,ICE UN,2183,2183,0.09424090930338198,0.018091090782858994,-0.6058096707529863,59.3865248267686,1.362711839878633
000240 KS,IVZ UN,2183,2183,0.15931998013445645,0.021675771967815734,0.8137245785016214,1.8614339827789466,0.14852618825033084
000240 KS,JEF UN,2183,2183,0.12671876810995478,0.02044818062243504,-0.2369699262887175,24.51172641094798,0.5802687439654672
000240 KS,JHG UN,1558,1558,0.1724613467524797,0.021519551784805104,0.5709102961148522,5.007520103683836,0.2563350394233208
000240 KS,JPM UN,2183,2183,0.12177543741845745,0.01882687445798156,-0.47943512212174405,48.80832849711314,1.1408539686812098
000240 KS,KEY UN,2183,2183,0.13200263827289882,0.021590688839292185,-0.0468633220108685,14.681813320380408,0.6003675590699774
000240 KS,KKR UN,2183,2183,0.14308442384327963,0.021521195733778947,-0.47630603217135004,45.543576135005395,1.0264758095658124
000240 KS,KMPR UN,2183,2183,0.08170765399907617,0.020999053350867266,-0.42490768188072725,41.72986094550284,1.0714719717139785
000240 KS,L UN,2183,2183,0.14392813446289518,0.017735967180462203,-0.28552629229928433,19.073241262895582,0.5127877314108206
000240 KS,LAZ UN,2183,2183,0.1528462851401267,0.021300738782505838,0.4948932694596113,2.0260579612691996,0.18511177047758673
000240 KS,LNC UN,2183,2183,0.1485315754530603,0.02341201942215203,0.3990389276217322,7.047886215167413,0.34510733910160574
