kospi_ticker,russell_ticker,ks_len,rs_len,corr_r,rmse_r,corr_px,distance_px,rmse_px
000100 KS,A UN,2183,2183,0.14591735394062766,0.018430571813304094,0.8458986223557451,19.508868785922576,0.6995220725104417
000100 KS,ABBV UN,2183,2183,0.12314175982438669,0.018217947046740884,0.7098806063659922,3.7440184300381687,0.5179037625878594
000100 KS,ABC UN,2183,2183,0.07281510040684752,0.019033387226232972,0.6762056592572836,13.121067483458473,0.7331364388438038
000100 KS,ABT UN,2183,2183,0.14109440113839505,0.01755121805670426,0.8418579589213544,4.256877074480386,0.39118556405248456
000100 KS,ACHC UW,2183,2183,0.109777191750329,0.02234580711676289,0.4026425271121431,29.308719602321315,1.049490574666459
000100 KS,AGL UN,554,554,0.11046059314176708,0.03103584786946359,0.3190602052812055,3.666532692925625,0.2168885445545242
000100 KS,ALGN UW,2183,2183,0.09164125732607531,0.023775229997989485,0.689577990607062,160.15829207007394,4.00131345196413
000100 KS,ALNY UW,2183,2183,0.061760675105429375,0.028621661613128513,0.7093549881555705,10.709401875232896,0.7004234339610871
000100 KS,AMED UW,2183,2183,0.11828118764933546,0.023045460406335407,0.6699754598759503,116.78647314947963,3.068336154311528
000100 KS,AMGN UW,2183,2183,0.10473112558574625,0.018014008751709776,0.769138520818826,16.601898485735568,0.634331706767322
000100 KS,AVTR UN,1049,1049,0.13462409322517266,0.022674552448895623,0.7000277368965868,10.7691442740587,0.5605335079935723
000100 KS,AZTA UW,2183,2183,0.09177203712912557,0.025747140380023792,0.7928421827205073,89.22858394166832,2.3315674924522454
000100 KS,BAX UN,2183,2183,0.09512612634235473,0.01784641551909252,0.3521852385093276,15.636000412918502,0.5351740244409348
000100 KS,BDX UN,2183,2183,0.1277545667997787,0.017263448715100577,0.5632326491013134,11.702145089306505,0.4350927343941697
000100 KS,BIIB UW,2183,2183,0.09882069691603747,0.020351275351213956,-0.35907383016460376,39.9442902904994,1.042233390757532
000100 KS,BIO UN,2183,2183,0.11783360792470426,0.019046232785534717,0.8203532634628847,55.673495603005094,1.6164757298212298
000100 KS,BMRN UW,2183,2183,0.07749891850299043,0.022438146104983063,-0.2503058756759061,32.5960612206021,0.9571523477535748
000100 KS,BMY UN,2183,2183,0.1182155180428387,0.017634154613290213,0.4681226609732679,29.950935575324124,0.8653980812034527
000100 KS,BRKR UW,2183,2183,0.10848498492411288,0.02048326925498725,0.8179920896149007,21.428922986451674,0.7758612989019684
000100 KS,BSX UN,2183,2183,0.13284320387081924,0.018551302467427387,0.6593399608387898,18.519643629294244,0.8964706294332438
000100 KS,CAH UN,2183,2183,0.09084995406577127,0.01926272799054254,-0.27433777476003096,41.42060702366737,1.1296570225427072
000100 KS,CERT UW,641,641,0.11657314192558377,0.030971603091479987,0.4826495611225927,6.012716090036713,0.2954450841397325
000100 KS,CHE UN,2183,2183,0.09477675145003132,0.017968724656342663,0.7757376718654216,64.3863124021672,1.746735174090775
000100 KS,CI UN,2183,2183,0.08498016395175484,0.019500934166383096,0.6801736907973924,4.658200477092647,0.37548678406781144
000100 KS,CNC UN,2183,2183,0.09287394827762421,0.021406483276093815,0.67758552727437,8.002234225294213,0.5912568488722332
000100 KS,COO UN,2183,2183,0.11215119161034091,0.018351834463702216,0.7441450635085186,5.627486992317917,0.367988726865573
000100 KS,CRL UN,2183,2183,0.09667516984032942,0.02058488087105928,0.8245609938419487,49.77928971450389,1.378886346978083
000100 KS,CTLT UN,2183,2183,0.11670405684740567,0.022021832820940293,0.7994493394834188,25.99370281114645,0.9258569795990526
000100 KS,CVS UN,2183,2183,0.09688724681359935,0.018385261600984065,0.10952562521247595,39.4704733012255,1.0529149077181974
000100 KS,DGX UN,2183,2183,0.12893367679029671,0.017333054728222094,0.7541742160819074,5.2851422549036595,0.38901338961841114
000100 KS,DH UW,445,445,0.10783241613350011,0.037744524897257034,0.15003049219955672,10.222375280344256,0.5444090893614615
000100 KS,DHR UN,2183,2183,0.13385906941475337,0.01744689800719335,0.8742159887623293,41.636433194840045,1.0797428657528405
000100 KS,DOCS UN,504,504,0.12895834609125917,0.04003809386075383,0.2854593866175712,6.264137698151888,0.3349757494818494
000100 KS,DVA UN,2183,2183,0.09366250471494146,0.019304864175244706,0.7581003807018599,25.58732806082349,0.8164401587468159
000100 KS,DXCM UW,2183,2183,0.09120968083672724,0.02448412208382731,0.8608533683170705,154.098922676896,3.50576077776099
000100 KS,EHAB UN,244,244,0.0,0.032093028459865974,-0.3064764083054332,6.525124488337953,0.47047793762302575
000100 KS,EHC UN,2183,2183,0.1193833511789886,0.018870619878666988,0.6113646142291145,8.17174855729877,0.4254595592375119
000100 KS,ELAN UN,1218,1218,0.10221961701547233,0.023086501472830603,-0.22014636792798742,21.059540348740196,0.6703297378942747
000100 KS,ELV UN,2183,2183,0.09615011705832288,0.01915274002749853,0.7592020191003439,26.796915116243476,0.7931552087815119
000100 KS,ENOV UN,2183,2183,0.06090199289985541,0.022826803823828738,0.10967199554026075,48.81089284101932,1.2194875608288767
000100 KS,EW UN,2183,2183,0.11569651251065735,0.019881948289816643,0.8148396011546327,50.57842781677096,1.4976085938736226
000100 KS,EXAS UR,2183,2183,0.08390989321427864,0.03113730130972552,0.5090399542313816,32.96490408010507,1.2901082422763843
