kospi_ticker,russell_ticker,ks_len,rs_len,corr_r,rmse_r,corr_px,distance_px,rmse_px
000660 KS,AAPL UW,2183,2183,0.1640956857271417,0.021866824451817528,0.8042510573778547,81.54239337886094,1.8791319158334783
000660 KS,ACN UN,2183,2183,0.15650058865853758,0.020657100238574186,0.855274377559866,21.409142401884097,0.7470662573408572
000660 KS,ADBE UW,2183,2183,0.20012088301491157,0.021951304566751033,0.8758921086924952,109.81319638665498,2.8677145337159917
000660 KS,ADI UW,2183,2183,0.22986619011503473,0.02144250915564475,0.8612120405114528,15.574470787917289,0.5239858659922123
000660 KS,ADP UW,2183,2183,0.13541090149691917,0.020668939217149778,0.7968580072545096,11.636331993176027,0.4289741700037959
000660 KS,ADSK UW,2183,2183,0.20536483564286473,0.023090263622450716,0.9021962815841472,40.852453971895216,1.305939019347551
000660 KS,AFRM UW,620,620,0.21741671115564098,0.054771161832992896,0.5626720490750066,8.825612340195908,0.489453041445745
000660 KS,AKAM UW,2183,2183,0.160538020246934,0.02150004847662644,0.7935855442256033,14.343843647926407,0.5211260494045243
000660 KS,ALGM UW,672,672,0.18560295424653794,0.028666546155752197,-0.21752168352508888,9.41055196138575,0.5148826127903484
000660 KS,AMAT UW,2183,2183,0.2375396294537081,0.024196224056208023,0.8717086900178792,55.04862529180374,1.4478093848736229
000660 KS,AMD UW,2182,2182,0.1975962096426723,0.031220911726568375,0.8241592921462633,943.9328768742297,20.52320623499689
000660 KS,ANET UN,2183,2183,0.18122348618927392,0.02434205093597764,0.7596881930557869,131.63428336290337,3.1393850961909577
000660 KS,ANSS UW,2183,2183,0.19027766740187593,0.021620192382275416,0.8928697347965024,31.605130652297362,1.1409420758405044
000660 KS,APH UN,2183,2183,0.1795259991888744,0.020401757780798,0.850588605322402,12.190103888177623,0.4286755584142714
000660 KS,APP UW,554,554,0.19536295768442719,0.039712857374237645,0.7603240874167929,6.935762055252419,0.38380591098349864
000660 KS,ARW UN,2183,2183,0.18070487733988178,0.021443643036378076,0.8158223492295217,8.015056818951223,0.39759074316029946
000660 KS,AVGO UW,2183,2183,0.20903567793693867,0.022675133527684112,0.8163111689258464,79.02604239587535,1.924355937864096
000660 KS,AVT UW,1315,1315,0.196727885424947,0.022498170493276275,0.05746980899308083,4.574808614658145,0.28664010093702896
000660 KS,AYX UN,1605,1605,0.09465330887317647,0.032647856782878196,0.2276927229060904,121.00057060531732,3.8264103571045944
000660 KS,AZPN UW,271,271,0.1450589384792433,0.02589383591019163,-0.371397798582719,3.869522615315066,0.3954253418286934
000660 KS,BILL UN,900,900,0.17793897146100207,0.04041870859686873,0.5484667930221482,78.31916366591366,2.9116233144276924
000660 KS,BKI UN,2084,2084,0.13066159773081543,0.021468277992149697,0.8377169637044406,7.066246399820673,0.5093042363101924
000660 KS,BR UN,2183,2183,0.1420201861020567,0.020654905824843542,0.887008746525426,24.239034935855255,0.9112999097872149
000660 KS,BSY UW,698,698,0.1896561933866536,0.02709080014010238,0.40859290726095593,2.5416812738590737,0.3115235310184014
000660 KS,CCCS UW,117,117,0.0,0.023478607122338364,0.8005203029019198,0.5424497726468875,0.12117070272016767
000660 KS,CDAY UN,1323,1323,0.14427493107724654,0.02800117237287947,0.6625498711326855,33.443547475354926,1.2596304351742222
