kospi_ticker,russell_ticker,ks_len,rs_len,corr_r,rmse_r,corr_px,distance_px,rmse_px
000670 KS,AA UN,2183,2183,0.2151751350155338,0.027782187634100224,0.0,20.05717338217246,0.5522056345356984
000670 KS,ALB UN,2183,2183,0.13697158047842983,0.023539922249307805,-0.44662258490024476,79.48854777092859,1.837232291565351
000670 KS,AMBP UN,693,693,0.08952247647637818,0.023603920941185533,0.0,11.755141661248679,0.6127391864069749
000670 KS,AMCR UN,1032,1032,0.1823704009992888,0.01945991655058045,0.47327807893088947,1.7375006383842528,0.2143113284772351
000670 KS,APD UN,2183,2183,0.15374419723829558,0.01711387085164106,-0.8000967158315175,45.19927772884018,1.0502616622813383
000670 KS,ASH UN,2183,2183,0.14869036476170142,0.017811390761209488,-0.6360887670879379,27.578221679355174,0.7650023227870734
000670 KS,ATR UN,2183,2183,0.10028305768267552,0.016873377207471837,-0.8320672777589162,39.858282952340154,0.9727212476091421
000670 KS,AVY UN,2183,2183,0.12024509731375609,0.018340535258638057,-0.6928081627395732,90.46515876467716,1.9955225304306903
000670 KS,AXTA UN,2183,2183,0.126688457420142,0.019445060402994662,0.3600297425536756,12.053827618977396,0.4438099436606938
000670 KS,BALL UN,2183,2183,0.09119661389294079,0.018684369253194853,-0.7524304374926962,47.549486734548516,1.2472461995288269
000670 KS,BERY UN,2183,2183,0.10195468380797768,0.01935493544546627,-0.43790043837017517,36.89342014685967,0.9993301346015153
000670 KS,CC UN,2063,2063,0.14167337152984175,0.030586326026185547,0.0,38.16649780403799,1.0609305469448027
000670 KS,CCK UN,2183,2183,0.1361167591626306,0.018519064729904083,-0.5717572942911016,36.72981006022986,0.8981448821905103
000670 KS,CE UN,2183,2183,0.15183481113814662,0.0196108077177483,-0.62992017811299,48.45827780497842,1.2323661642921062
000670 KS,CF UN,2183,2183,0.1396168664858124,0.024559095868722,-0.21620197961569476,19.825667463680052,0.5242090416856978
000670 KS,CLF UN,2183,2183,0.17210033976238662,0.03604868609660046,-0.5055410668633369,56.24972620470014,1.3346011325147815
000670 KS,CTVA UN,1043,1043,0.17659115884666793,0.021649002785988844,0.37161666085722966,19.79431093267048,0.7737098385442869
000670 KS,DD UN,2183,2183,0.15896996169944053,0.019209485070203675,0.3815064122582127,12.280496082609002,0.5234633957730405
000670 KS,DNA UN,552,552,0.10123187852984031,0.050087927190051194,0.44743140690064764,11.391741783336196,0.6263104295992906
000670 KS,DOW UN,1091,1091,0.21409865151997917,0.021728442945892885,0.5184152227426843,6.01706659115867,0.37147835355543085
000670 KS,ECL UN,2183,2183,0.1421782002811281,0.017333658376935988,-0.7911598797775796,35.48109825154356,1.00553045904199
000670 KS,EMN UN,2183,2183,0.17263425395343623,0.019220815376116574,-0.26576002610292376,16.889296177707838,0.5560457099342079
000670 KS,ESI UN,2183,2183,0.15541086662416242,0.02365546564835178,0.0,6.580527037037158,0.32308255018964105
000670 KS,EXP UN,2183,2183,0.13160564925613272,0.021333754155659218,-0.3626279065773742,29.259159002809465,0.7806007393174779
000670 KS,FCX UN,2183,2183,0.23006900190543778,0.028603568867984232,-0.3625011961114677,24.328120142536957,0.6347332268818165
000670 KS,FMC UN,2183,2183,0.1427377494153594,0.019271407453616392,-0.7804550799160643,52.78646479484496,1.2309251990134025
000670 KS,GPK UN,2183,2183,0.12547028431833673,0.018300595061193477,-0.42368653097776643,24.744014394446594,0.6265439777304561
000670 KS,HUN UN,2183,2183,0.14912523310800355,0.022673236232425134,-0.30089226680089426,18.3444437760483,0.5510162666782278
000670 KS,IFF UN,2183,2183,0.11848103148676739,0.018251353113606605,0.0,10.069635762912633,0.6291584545572698
000670 KS,IP UN,2183,2183,0.15314324409111682,0.018727864155283436,0.3394093584527511,4.174659101482781,0.2982679376129561
000670 KS,KNF UN,4,4,0.0,0.049611577878809196,0.0,0.09092471004951416,0.04546235502475708
000670 KS,LIN UN,2183,2183,0.14952624691340324,0.01746378083840317,-0.724459824031742,49.78089316022436,1.1538534192690455
000670 KS,LPX UN,2183,2183,0.11815949917526644,0.02279805991673817,-0.5588317331310975,79.39125237681779,1.8471983561569776
000670 KS,LYB UN,2183,2183,0.17708960870308052,0.020429119068655674,0.16568231504122455,14.386940486128086,0.5081007306399868
000670 KS,MLM UN,2183,2183,0.11874418459150449,0.020345571539732495,-0.6160044645898144,76.55626920416375,1.766705933005761
000670 KS,MOS UN,2183,2183,0.16814808599820846,0.024511829133706142,0.11061015800440813,9.248733953747017,0.3227603469691838
000670 KS,MP UN,765,765,0.14708726158449364,0.03754803283508277,0.6569789095440198,47.011107248567995,2.0697556493623464
000670 KS,NEM UN,2183,2183,0.14198019896700687,0.02139540458999971,-0.7239152392761918,79.56397922447749,1.781845411286585
000670 KS,NEU UN,2183,2183,0.07681440512215222,0.017800259920045875,0.41777244404264213,8.173349596174198,0.35970552350386903
000670 KS,NUE UN,2183,2183,0.17516753047210562,0.021032097633614535,-0.39876445565751206,47.312585491203365,1.1259030116165105
000670 KS,OLN UN,2183,2183,0.12605578788478,0.025029765131978927,-0.20274294668375217,39.93577341876768,0.967852062613614
000670 KS,PKG UN,2183,2183,0.12274327701924437,0.018703248476836937,-0.6120856258001269,34.27738795224839,0.8511050567004085
000670 KS,PPG UN,2183,2183,0.15233430064640288,0.01801408534310601,-0.4257480557247168,16.698361026400804,0.48754339476630254
000670 KS,RGLD UW,2183,2183,0.12853464886541946,0.02125544985642991,-0.7736853602942508,38.82706531147688,0.9556130959345333
000670 KS,RPM UN,2183,2183,0.1003840121088222,0.01786004419626097,-0.7700871159762303,33.73790970699899,0.830707103408553
000670 KS,RS UN,2183,2183,0.15856211498886683,0.01918606701904262,-0.6244454954150472,65.46872961158113,1.4774183060298511
000670 KS,SCCO UN,2183,2183,0.22365497062822978,0.020613156402994832,-0.5609341125182677,45.13390745105413,1.1173754477519853
000670 KS,SEE UN,2183,2183,0.13652327742216405,0.018581823475661324,0.07546674265084646,14.569696946263058,0.4946454499497201
000670 KS,SHW UN,2183,2183,0.10799628909862566,0.018177002573486117,-0.7494927861879097,70.62964444817968,1.5962268510562707
000670 KS,SLGN UN,1326,1326,0.14445652072250958,0.01759626713793407,-0.2369438295005818,19.3607383727511,0.6913870534449797
000670 KS,SMG UN,2183,2183,0.10353222385817398,0.020507296323351666,-0.4858959380868792,37.75684929817776,1.288746355300812
000670 KS,SON UN,2183,2183,0.10619488044959993,0.017401633247428487,-0.676306325658685,23.793561710300523,0.6639279918468028
000670 KS,SSRM UW,2183,2183,0.13950247633390206,0.027802327416865877,-0.8111146918629455,91.58743035046025,2.0518082351917655
000670 KS,STLD UW,2183,2183,0.1421812969105884,0.023362350097483338,-0.45965047380125024,87.45854710586893,2.032976428300015
000670 KS,VMC UN,2183,2183,0.11105826069275165,0.019793416584497816,-0.6201884667547624,59.87958921371,1.4536328579513
000670 KS,VVV UN,1735,1735,0.11813747962544985,0.018962561355283215,-0.16544267940362523,14.748897307599153,0.46489243138306313
000670 KS,WLK UN,2183,2183,0.1606654134678815,0.022644705424691314,-0.30256933440422834,27.51478260072638,0.7614668941614349
000670 KS,WRK UN,2060,2060,0.14982680025077655,0.021621150996753085,0.5210820038523142,4.942701546635452,0.29396788978230126
000670 KS,X UN,2183,2183,0.156685404644704,0.03277342890668205,0.2285562737976499,10.530322286528927,0.3731947560208814
000670 KS,AMR UN,1182,1182,0.1368549329077444,0.04149350273918371,0.25667571296078506,19.848332978323768,0.7531718263253656
000670 KS,AMRS UW,2183,2183,0.08390798584948572,0.047910397711985776,0.639126813081066,9.323369904151667,0.4556536557341133
000670 KS,ARNC UN,823,823,0.14751852975047786,0.030489718634404,0.5061340834054946,76.40941155798355,3.051652278351531
000670 KS,ASIX UN,1741,1741,0.13697081031797304,0.026222287279096885,0.25809656992451047,41.19743532750456,1.1949141220927435
000670 KS,ASPN UN,2183,2183,0.09694545019330353,0.03294808737937588,-0.3263255156293353,59.90755876987919,1.569891736652357
000670 KS,ATI UN,2183,2183,0.15645217695588753,0.028007310113397615,0.08621246457792321,7.6997719816923,0.2966536611487888
000670 KS,AVD UN,2183,2183,0.07064172341264019,0.023727000307232536,-0.23986372210252715,33.49269370567701,0.8848548901512299
000670 KS,AVNT UN,2183,2183,0.14652880900117443,0.02141275532775346,0.0,11.840605207814141,0.43931517041361384
000670 KS,BCPC UW,2183,2183,0.07751501970395007,0.01969758783390983,-0.7395075897122778,45.05906844948577,1.0327050739962975
000670 KS,CBT UN,2183,2183,0.16447256820691758,0.020360794446173617,-0.19186221000291936,21.456643401581974,0.6329254508483917
000670 KS,CCF UA,2183,2183,0.12473966816726714,0.021225290736598502,-0.6197574495883811,91.11277496982841,2.107556319604791
000670 KS,CDE UN,2183,2183,0.16713770266927835,0.03584874965344593,0.18454418919775495,18.510450763985798,0.7234596571704892
000670 KS,CENX UW,2183,2183,0.2087629858722386,0.037917901060272194,0.19379084836474597,5.5932595053188034,0.3558945020830092
000670 KS,CLW UN,2183,2183,0.10152348767440963,0.023674505180772982,0.7278778379928834,2.3140777481191215,0.19468174537284458
000670 KS,CMC UN,2183,2183,0.14405800767022206,0.023540095668149075,-0.46431131225607536,45.6404729512362,1.0964001986973058
000670 KS,CMP UN,2183,2183,0.17858134204132636,0.020238458321130137,0.7807972976046559,1.9843054802077185,0.14116108987812415
000670 KS,CRS UN,2183,2183,0.15205220544589443,0.025943304000512535,0.1546403942734369,6.349285700051543,0.3012582962628873
000670 KS,CSTM UN,2183,2183,0.1359913554487955,0.030473071106179517,-0.2466494400897722,8.668985184569564,0.3745333723808372
000670 KS,DC UA,301,301,0.19690446563348407,0.03744040604334269,0.0,2.5867853124765254,0.268061632879538
000670 KS,DNMR UN,781,781,0.08547948585374997,0.0514105766504658,0.0,27.098349231749314,1.2115883424750293
000670 KS,DSEY UW,569,569,0.18880433048209835,0.026616000606612712,0.3253409449384744,8.365239414675571,0.49994333225423
