date,LOG_CHG_PCT_1D_win,PX_LAST
2020-08-11,-0.05561102343094867,72.57
2020-08-12,0.07911242894458227,79.8
2020-08-13,-0.046162270109645215,76.2
2020-08-14,-0.011748747034548066,75.31
2020-08-17,-0.021881667002265275,73.68
2020-08-18,-0.025847178845553702,71.8
2020-08-19,-0.08351748773537399,65.55
2020-08-20,-0.0161476747801236,64.5
2020-08-21,0.07911242894458227,76.1
2020-08-24,-0.0006572159190777544,76.05
2020-08-25,0.07911242894458227,104.09
2020-08-26,0.07911242894458227,139.0
2020-08-27,0.01428547497785675,141.0
2020-08-28,-0.0737154338223591,130.98
2020-08-31,-0.08351748773537399,117.8
2020-09-01,-0.05057881284817967,111.99
2020-09-02,8.899603973497972e-05,112.0
2020-09-03,-0.08351748773537399,93.49
2020-09-04,0.07911242894458227,106.98
2020-09-07,0.0,106.98
2020-09-08,-0.08351748773537399,95.34
2020-09-09,-0.04111057782307787,91.5
2020-09-10,-0.08351748773537399,83.16
2020-09-11,-0.0034930937545722077,82.87
2020-09-14,-0.013607158906228935,81.75
2020-09-15,0.031664351007446155,84.38
2020-09-16,-0.050059319206077355,80.26
2020-09-17,-0.08107123642794044,74.01
2020-09-18,0.012754316799762055,74.96
2020-09-21,0.015093517607638145,76.1
2020-09-22,-0.00013100858124942953,76.09
2020-09-23,0.028885760265617608,78.32
2020-09-24,-0.01000892256962923,77.54
2020-09-25,0.031108086916907966,79.99
2020-09-28,-0.01816600728962292,78.55
2020-09-29,0.07911242894458227,87.79
2020-09-30,-0.052499284459225457,83.3
2020-10-01,0.06809593602724477,89.17
2020-10-02,-0.05178288790310927,84.67
2020-10-05,0.07911242894458227,92.39
2020-10-06,-0.05323728798242379,87.6
2020-10-07,0.057665896160121626,92.8
2020-10-08,-0.018378861332132734,91.11
2020-10-09,0.07044821196507178,97.76
2020-10-12,0.03576860764145741,101.32
2020-10-13,0.008060427298070917,102.14
2020-10-14,0.0369999799187651,105.99
2020-10-15,-0.003402782904565279,105.63
2020-10-16,-0.02579587095613353,102.94
2020-10-19,-0.08300993888648807,94.74
2020-10-20,-0.03600030424104168,91.39
2020-10-21,0.047021935106783444,95.79
2020-10-22,-0.06290465662143391,89.95
2020-10-23,0.0017774194537501919,90.11
2020-10-26,-0.07846220732248647,83.31
2020-10-27,0.005864768575143482,83.8
2020-10-28,-0.05079131513706095,79.65
2020-10-29,0.010615456142946877,80.5
2020-10-30,-0.08351748773537399,73.4
2020-11-02,-0.01261321317934613,72.48
2020-11-03,0.06593473347932971,77.42
2020-11-04,0.06476474554689975,82.6
2020-11-05,0.03263368160132667,85.34
2020-11-06,-0.07088609106813482,79.5
2020-11-09,-0.08351748773537399,72.41
2020-11-10,0.030064499597798434,74.62
2020-11-11,-0.024692362590402774,72.8
2020-11-12,0.007117609612825451,73.32
2020-11-13,-0.08351748773537399,66.79
2020-11-16,-0.01889234173182614,65.54
2020-11-17,0.029466564978110135,67.5
2020-11-18,0.006791882856954779,67.96
2020-11-19,-0.006940026369663124,67.49
2020-11-20,0.0020718522311356383,67.63
2020-11-23,0.07911242894458227,75.39
2020-11-24,0.06620338448316812,80.55
2020-11-25,-0.01362439195739687,79.46
2020-11-26,0.0,79.46
2020-11-27,0.008271695009265253,80.12
2020-11-30,0.006717387747524213,80.66
2020-12-01,-0.06188072288117034,75.82
2020-12-02,-0.023081336393346124,74.09
2020-12-03,0.009403646795199947,74.79
2020-12-04,0.0709606674392481,80.29
2020-12-07,0.035241653338205434,83.17
2020-12-08,-0.016243209546212348,81.83
2020-12-09,-0.04078137034542812,78.56
2020-12-10,-0.058176932353876644,74.12
2020-12-11,-0.022374451603006416,72.48
2020-12-14,-0.006645029385453713,72.0
2020-12-15,-0.030172650607908108,69.86
2020-12-16,0.028921706135028254,71.91
2020-12-17,0.03269562483811294,74.3
2020-12-18,-0.05136382319043752,70.58
2020-12-21,-0.0021272610161741506,70.43
2020-12-22,0.024681880825469175,72.19
2020-12-23,0.004836286291450501,72.54
2020-12-24,0.003852569315489954,72.82
2020-12-28,-0.08351748773537399,66.96
2020-12-29,-0.023572664965899676,65.4
2020-12-30,0.004271862588390508,65.68
2020-12-31,-0.023570617262603635,64.15
2021-01-04,-0.08351748773537399,58.34
2021-01-05,0.06084671479902121,62.0
2021-01-06,-0.048580136226844525,59.06
2021-01-07,0.07911242894458227,65.63
2021-01-08,-0.015044604659895933,64.65
2021-01-11,-0.06469319976636023,60.6
2021-01-12,0.010995329206600991,61.27
2021-01-13,0.07436415362216146,66.0
2021-01-14,-0.019275586206737447,64.74
2021-01-15,-0.037294888744098274,62.37
2021-01-18,0.0,62.37
2021-01-19,-0.0001600128013655462,62.36
2021-01-20,0.005756400092370256,62.72
2021-01-21,0.07911242894458227,71.32
2021-01-22,-0.0009814814954237732,71.25
2021-01-25,0.07911242894458227,80.01
2021-01-26,0.07590956260034953,86.32
2021-01-27,0.041748285380383804,90.0
2021-01-28,-0.08351748773537399,80.72
2021-01-29,-0.009709989737408,79.94
2021-02-01,-0.020345574665430192,78.33
2021-02-02,0.0020409159135430384,78.49
2021-02-03,0.05647201165319127,83.05
2021-02-04,0.05379476310428886,87.64
2021-02-05,-0.06286632004546044,82.3
2021-02-08,0.047805870387394936,86.33
2021-02-09,0.008305414363086707,87.05
2021-02-10,-0.05368457226752203,82.5
2021-02-11,-0.05480788438238092,78.1
2021-02-12,-0.04050225397604474,75.0
2021-02-15,0.0,75.0
2021-02-16,-0.0025362134721302683,74.81
2021-02-17,-0.04609315437217371,71.44
