date,LOG_CHG_PCT_1D_win,PX_LAST
2015-01-02,-0.005660993228749796,102.16
2015-01-05,-0.024173847172422113,99.72
2015-01-06,-0.017194990139101515,98.02
2015-01-07,0.007825302301266261,98.79
2015-01-08,0.01656405544566153,100.44
2015-01-09,-0.004490065272864893,99.99
2015-01-12,-0.015115668268962303,98.49
2015-01-13,-0.0004060824403146177,98.45
2015-01-14,-0.008671488920201845,97.6
2015-01-15,-0.01476040071323226,96.17
2015-01-16,0.005909504432282582,96.74
2015-01-19,0.0,96.74
2015-01-20,0.004537689098832447,97.18
2015-01-21,-0.004021073691555023,96.79
2015-01-22,0.017106840061997777,98.46
2015-01-23,0.0071851250545263735,99.17
2015-01-26,-0.002422932932753633,98.93
2015-01-27,-0.005574508742604777,98.38
2015-01-28,-0.014333231746192984,96.98
2015-01-29,0.003499868309624849,97.32
2015-01-30,-0.023706798664632732,95.04
2015-02-02,-0.003795192641562831,94.68
2015-02-03,0.025330457904279364,98.65
2015-02-04,-0.010393829184015772,97.63
2015-02-05,0.008059435325608155,98.42
2015-02-06,0.007994955004731755,99.21
2015-02-09,-0.01574632522417147,97.66
2015-02-10,0.0002049789903712776,97.68
2015-02-11,0.02317341040640413,99.97
2015-02-12,-0.001702448343154114,99.8
2015-02-13,0.01106060535936653,100.91
2015-02-16,0.0,100.91
2015-02-17,-0.0010905944820295721,100.8
2015-02-18,-0.006468878148592662,100.15
2015-02-19,0.002492890165689426,100.4
2015-02-20,0.01414252142913646,101.83
2015-02-23,0.0030393764124241867,102.14
2015-02-24,0.00828756308210799,102.99
2015-02-25,-0.015953584375049262,101.36
2015-02-26,-0.002271578081015458,101.13
2015-02-27,-0.002970407294848433,100.83
2015-03-02,0.006721360960124979,101.51
2015-03-03,-0.0072169798628852625,100.78
2015-03-04,-0.002383839087974262,100.54
2015-03-05,-0.006485988622367046,99.89
2015-03-06,-0.0015031291327799253,99.74
2015-03-09,0.014136605669552962,101.16
2015-03-10,-0.016244225922576544,99.53
2015-03-11,-0.002011020747407992,99.33
2015-03-12,0.012207188174348479,100.55
2015-03-13,-0.015130896842233087,99.04
2015-03-16,0.01910140110239296,100.95
2015-03-17,-0.00526382967509901,100.42
2015-03-18,0.01197698866544519,101.63
2015-03-19,0.009693862324361995,102.62
2015-03-20,0.015567199935194759,104.23
2015-03-23,-0.0006722258932058314,104.16
2015-03-24,0.008127879117163115,105.01
2015-03-25,-0.009664551691922795,104.0
2015-03-26,0.004987541511038968,104.52
2015-03-27,0.011226743614466256,105.7
2015-03-30,0.015675494938765872,107.37
2015-03-31,-0.0059788376827768245,106.73
2015-04-01,-0.00037507033008308453,106.69
2015-04-02,0.0017794159000757905,106.88
2015-04-03,0.0,106.88
2015-04-06,0.010239397980131171,107.98
2015-04-07,-0.0004631072175957663,107.93
2015-04-08,0.003422137801258061,108.3
2015-04-09,0.004146391823909717,108.75
2015-04-10,-0.0021172397711345177,108.52
2015-04-13,9.199576825952574e-05,108.53
2015-04-14,0.004137429024010712,108.98
2015-04-15,0.0037549413754915184,109.39
2015-04-16,-0.005684124068344986,108.77
2015-04-17,-0.01388697929580881,107.27
2015-04-20,0.013978839169561314,108.78
2015-04-21,0.003945207424782633,109.21
2015-04-22,0.004385370192526113,109.69
2015-04-23,-0.004935157883085281,109.15
2015-04-24,-0.006987354805351375,108.39
2015-04-27,0.001843300078082894,108.59
2015-04-28,-0.0032282050514294692,108.24
2015-04-29,-0.00018501711461082527,108.22
2015-04-30,-0.024796918029994695,104.97
2015-05-01,-0.024796918029994695,102.39
2015-05-04,0.0010734236746120862,102.5
2015-05-05,-0.008720916892308271,101.61
2015-05-06,0.002849935074361771,101.9
2015-05-07,-0.003046636286776953,101.59
2015-05-08,0.012812567376977602,102.9
2015-05-11,-0.002821978037163452,102.61
2015-05-12,0.005829972635925487,103.21
2015-05-13,0.0027093264582125688,103.49
2015-05-14,0.015247168894376028,105.08
2015-05-15,-0.002668557434280582,104.8
2015-05-18,-0.00038207298058630786,104.76
2015-05-19,-0.006992389877143878,104.03
2015-05-20,0.004221078699219889,104.47
2015-05-21,-0.002492102709999379,104.21
2015-05-22,-0.010321079571981544,103.14
2015-05-26,-0.011310725770868819,101.98
2015-05-27,0.0074243710238517426,102.74
2015-05-28,-0.003412817040696547,102.39
2015-05-29,-0.01040696509471606,101.33
2015-06-01,0.005806111863531245,101.92
2015-06-02,0.004014929373678805,102.33
2015-06-03,0.01165877162688249,103.53
2015-06-04,-0.019999666707169482,101.48
2015-06-05,0.015158526802522282,103.03
2015-06-08,0.004551625617987879,103.5
2015-06-09,0.0036642783246575465,103.88
2015-06-10,0.012532143619298029,105.19
2015-06-11,0.014252942518099075,106.7
2015-06-12,-0.00620521257162513,106.04
2015-06-15,-0.004631709826642546,105.55
2015-06-16,0.007833239911648705,106.38
2015-06-17,-0.0015051321433046912,106.22
2015-06-18,0.014486561238625488,107.77
2015-06-19,-0.004650798215427383,107.27
2015-06-22,0.0021417049118604677,107.5
2015-06-23,-0.00037206920916444395,107.46
2015-06-24,-0.0040090254141071325,107.03
2015-06-25,0.0011203721486703485,107.15
2015-06-26,0.000279960807315855,107.18
2015-06-29,-0.011165098384572436,105.99
2015-06-30,-0.004539286992109087,105.51
2015-07-01,0.00980873667076912,106.55
2015-07-02,0.004214108160203147,107.0
2015-07-03,0.0,107.0
2015-07-06,0.006892194169721577,107.74
2015-07-07,-0.008295311154124244,106.85
2015-07-08,-0.006478943097709351,106.16
2015-07-09,0.0057295547083578546,106.77
