date,LOG_CHG_PCT_1D_win,PX_LAST
2015-01-02,0.008728793000291625,276.1486
2015-01-05,0.029964545159471324,284.5486
2015-01-06,-0.022119849984144017,278.3236
2015-01-07,0.015243229412693734,282.5986
2015-01-08,0.015798543208788776,287.0986
2015-01-09,-0.001568229028592988,286.6486
2015-01-12,-0.004194785824880606,285.4486
2015-01-13,-0.03966225061660193,274.3486
2015-01-14,0.013036652368317615,277.9486
2015-01-15,0.005918451363559697,279.5986
2015-01-16,0.06965571842204162,304.4985
2015-01-19,0.0,304.4985
2015-01-20,0.06623052638900895,325.3484
2015-01-21,0.0272872922762462,334.3483
2015-01-22,0.002688383057751499,335.2483
2015-01-23,0.017738734227487465,341.2483
2015-01-26,0.021309334779420132,348.5983
2015-01-27,0.020022211029044407,355.6482
2015-01-28,-0.0626565598049045,334.0483
2015-01-29,-0.014473233775436545,329.2484
2015-01-30,-0.024442293922703494,321.2984
2015-02-02,-0.018850560655488516,315.2984
2015-02-03,-0.029204325075999064,306.2235
2015-02-04,-0.06553528440773379,286.7986
2015-02-05,0.032418786255500744,296.2485
2015-02-06,-0.012738795008225562,292.4985
2015-02-09,0.005625149141358166,294.1485
2015-02-10,0.00913712900702794,296.8485
2015-02-11,0.002018960526887871,297.4485
2015-02-12,0.030542783992095045,306.6735
2015-02-13,0.02535483229888149,314.5484
2015-02-16,0.0,314.5484
2015-02-17,0.022165519740264806,321.5984
2015-02-18,0.01802654118467778,327.4484
2015-02-19,-0.020829434282086518,320.6984
2015-02-20,-0.007982777755874786,318.1484
2015-02-23,0.06965571842204162,370.9481
2015-02-24,0.028895475492876344,381.8231
2015-02-25,-0.019637560920383507,374.3981
2015-02-26,-0.0008013209719104976,374.0981
2015-02-27,0.023773165638296324,383.0981
2015-03-02,0.06039400699158598,406.948
2015-03-03,-0.028412849096733868,395.548
2015-03-04,0.06965571842204162,439.4978
2015-03-05,0.01624926274389159,446.6978
2015-03-06,-0.013182508716837595,440.8478
2015-03-09,-0.02829762785639377,428.5479
2015-03-10,-0.005615738785635745,426.1479
2015-03-11,0.03595287959651099,441.7478
2015-03-12,0.002034928128624304,442.6478
2015-03-13,0.007763783684423496,446.0978
2015-03-16,0.04052563060880916,464.5477
2015-03-17,-0.024184091908932656,453.4477
2015-03-18,0.011838645873526272,458.8477
2015-03-19,0.03816438620559628,476.6976
2015-03-20,-0.045052806798096194,455.6977
2015-03-23,-0.06282798493912384,427.9479
2015-03-24,-0.012698283017683694,422.5479
2015-03-25,-0.06610027337130156,392.998
2015-03-26,-0.009202210764799492,389.3981
2015-03-27,0.045556369659034215,407.548
2015-03-30,0.02436085024625722,417.5979
2015-03-31,0.0010774193752381108,418.0479
2015-04-01,-0.03430991090503207,403.948
2015-04-02,-0.018741530458601413,396.448
2015-04-03,0.0,396.448
2015-04-06,-0.0018937920927831226,395.698
2015-04-07,0.030243034120930497,407.848
2015-04-08,0.01315311724491244,413.2479
2015-04-09,-0.0032723482962661535,411.8979
2015-04-10,0.03927648082900472,428.3979
2015-04-13,-0.0003500612642953807,428.2479
2015-04-14,0.0007007544142637614,428.5479
2015-04-15,-0.017655953050943547,421.0479
2015-04-16,-0.011465478109278096,416.2479
2015-04-17,-0.03632794125534237,401.398
2015-04-20,0.048505361712300195,421.3479
2015-04-21,-0.007862831197466343,418.0479
2015-04-22,0.03801902988260502,434.2478
2015-04-23,0.032623034721080274,448.6478
2015-04-24,0.006331911073030908,451.4977
2015-04-27,-0.06610027337130156,379.9481
2015-04-28,-0.057274302907768374,358.7982
2015-04-29,0.025589770998996335,368.0982
2015-04-30,-0.02225072143482614,359.9982
2015-05-01,0.030367213253368892,371.0981
2015-05-04,0.01683450127479796,377.3981
2015-05-05,-0.034573846580782774,364.5732
2015-05-06,0.012063937196909718,368.9982
2015-05-07,0.006482940257720797,371.3981
2015-05-08,0.04269448032398095,387.5981
2015-05-11,-0.006600737011485914,385.0481
2015-05-12,0.007760806881162926,388.0481
2015-05-13,0.0061659513909151425,390.448
2015-05-14,-0.01081527480936696,386.2481
2015-05-15,0.002327289759091079,387.1481
2015-05-18,0.01728475423018508,393.898
2015-05-19,0.014554566558836116,399.673
2015-05-20,0.018775629526221596,407.248
2015-05-21,-0.0003680677286166319,407.098
2015-05-22,0.024027025282615973,416.9979
2015-05-26,0.0025148351496155725,418.0479
2015-05-27,0.021300524495665163,427.0479
2015-05-28,0.019479045537484124,435.4478
2015-05-29,-0.005527247125916833,433.0478
2015-06-01,-0.012898833417785457,427.4979
2015-06-02,-0.03027881138592922,414.7479
2015-06-03,-0.016408892534048775,407.998
2015-06-04,-0.0317486983145803,395.248
2015-06-05,0.01169633046082347,399.898
2015-06-08,-0.01321493387552109,394.648
2015-06-09,-0.043501623187159805,377.8481
2015-06-10,0.008696079261856905,381.1481
2015-06-11,0.005494875481960764,383.2481
2015-06-12,-0.008252962198725495,380.0981
2015-06-15,-0.02517627953837446,370.6481
2015-06-16,-0.007311665195392215,367.9482
2015-06-17,-0.005314094823768765,365.9982
2015-06-18,0.05908084256692168,388.2731
2015-06-19,-0.01263549267562786,383.3981
2015-06-22,0.0447582373417735,400.948
2015-06-23,-0.01773941717872064,393.898
2015-06-24,-0.023113060739481873,384.8981
2015-06-25,-0.009003409324903159,381.4481
2015-06-26,-0.01585401334322818,375.4481
2015-06-29,-0.055866895268045426,355.0482
2015-06-30,0.06342915601957326,378.2981
2015-07-01,-0.006763823165631581,375.7481
2015-07-02,-0.028341863012548527,365.2482
2015-07-03,0.0,365.2482
