date,LOG_CHG_PCT_1D_win,PX_LAST
2019-08-07,-0.02910857360966722,21.33
2019-08-08,-0.015591924759850667,21.0
2019-08-09,-0.024098039384057527,20.5
2019-08-12,0.017408587397582817,20.86
2019-08-13,-0.018384972643559132,20.48
2019-08-14,-0.004404686404083037,20.39
2019-08-15,0.017019345794536865,20.74
2019-08-16,0.07493862706438809,22.5
2019-08-19,0.07493862706438809,26.15
2019-08-20,0.030876380455962978,26.97
2019-08-21,-0.010811231321656626,26.68
2019-08-22,-0.07895013807845747,22.81
2019-08-23,0.035741591097682296,23.64
2019-08-26,0.046288943485234435,24.76
2019-08-27,0.004030865136618528,24.86
2019-08-28,0.0076139402506842655,25.05
2019-08-29,0.003984053110301713,25.15
2019-08-30,-0.003186070135422214,25.07
2019-09-02,0.0,25.07
2019-09-03,-0.03821601802849597,24.13
2019-09-04,0.026580585345246686,24.78
2019-09-05,-0.01873745479388596,24.32
2019-09-06,-0.04070221002803716,23.35
2019-09-09,-0.0388614177076211,22.46
2019-09-10,-0.0753411937975032,20.83
2019-09-11,-0.03219783141781879,20.17
2019-09-12,0.012807631018973132,20.43
2019-09-13,-0.033344810133295114,19.76
2019-09-16,-0.005582553495565548,19.65
2019-09-17,0.06262826025047583,20.92
2019-09-18,-0.027133814901501088,20.36
2019-09-19,-0.011361295796205059,20.13
2019-09-20,-0.03590804609854728,19.42
2019-09-23,-0.026613005364769855,18.91
2019-09-24,0.0296976275563208,19.48
2019-09-25,-0.013436871779422889,19.22
2019-09-26,0.015488432565718255,19.52
2019-09-27,-0.01809269007246729,19.17
2019-09-30,0.023202722767722093,19.62
2019-10-01,-0.019558017215664997,19.24
2019-10-02,0.0072506503890267665,19.38
2019-10-03,-0.008290269517770484,19.22
2019-10-04,-0.019438713520830788,18.85
2019-10-07,0.0005308590693872892,18.86
2019-10-08,-0.047783670853806456,17.98
2019-10-09,-0.039131757109987404,17.29
2019-10-10,-0.0023156791164949168,17.25
2019-10-11,0.055256829195575785,18.23
2019-10-14,-0.003847391728893659,18.16
2019-10-15,0.0,18.16
2019-10-16,-0.04160250737451368,17.42
2019-10-17,0.010847947676603003,17.61
2019-10-18,-0.013722727401980212,17.37
2019-10-21,-0.03336548848667859,16.8
2019-10-22,0.022948653753394034,17.19
2019-10-23,-0.0070054811824529824,17.07
2019-10-24,0.048036546937954255,17.91
2019-10-25,0.020995053328495092,18.29
2019-10-28,0.02909655950149825,18.83
2019-10-29,-0.022014551798497952,18.42
2019-10-30,0.01668994478516438,18.73
2019-10-31,-0.01506186250066643,18.45
2019-11-01,0.0070212929314467125,18.58
2019-11-04,0.027602521038616212,19.1
2019-11-05,0.020213327261127612,19.49
2019-11-06,-0.028098079616487758,18.95
2019-11-07,0.05991001360361953,20.12
2019-11-08,0.03515959334264844,20.84
2019-11-11,0.0468692728193195,21.84
2019-11-12,0.034207204958956995,22.6
2019-11-13,0.07493862706438809,24.94
2019-11-14,-0.0072431685260160245,24.76
2019-11-15,-0.01669763278471706,24.35
2019-11-18,-0.05747234546426609,22.99
2019-11-19,-0.03181889432664976,22.27
2019-11-20,-0.0008984034435462404,22.25
2019-11-21,0.04654001543489543,23.31
2019-11-22,0.0140577255308407,23.64
2019-11-25,0.046692727991982354,24.77
2019-11-26,-0.0020210409280518467,24.72
2019-11-27,0.014857084903165426,25.09
2019-11-28,0.0,25.09
2019-11-29,0.03331678073047513,25.94
2019-12-02,-0.0421238832764432,24.87
2019-12-03,0.013974894688137457,25.22
2019-12-04,-0.024891232313963,24.6
2019-12-05,0.020917691655290054,25.12
2019-12-06,0.020489646146635954,25.64
2019-12-09,-0.0216844167518691,25.09
2019-12-10,0.001991016610326449,25.14
2019-12-11,-0.0007963169762198955,25.12
2019-12-12,-0.013224053640839117,24.79
2019-12-13,0.032542695515359446,25.61
2019-12-16,0.010873666823520183,25.89
2019-12-17,-0.03338203147725879,25.04
2019-12-18,0.019771254255031383,25.54
2019-12-19,0.04141733726858768,26.62
2019-12-20,0.017132398740300793,27.08
2019-12-23,0.04477258066842159,28.32
2019-12-24,0.015417536628124178,28.76
2019-12-26,-0.02428449588132604,28.07
2019-12-27,-0.03627505586471178,27.07
2019-12-30,-0.02847663799254914,26.31
2019-12-31,-0.033233154413253016,25.45
2020-01-02,0.06318698322152846,27.11
2020-01-03,-0.023135575402156855,26.49
2020-01-06,0.04934715188011648,27.83
2020-01-07,0.0010774193752381108,27.86
2020-01-08,0.0324884871033624,28.78
2020-01-09,-0.07895013807845747,25.62
2020-01-10,-0.02850544721479476,24.9
2020-01-13,-0.02562657359620368,24.27
2020-01-14,-0.013690285774097,23.94
2020-01-15,-0.020253729027268023,23.46
2020-01-16,0.014808806353660251,23.81
2020-01-17,0.017898855487757867,24.24
2020-01-20,0.0,24.24
2020-01-21,-0.03441340678909314,23.42
2020-01-22,-0.028585705853445564,22.76
2020-01-23,0.008748618987601788,22.96
2020-01-24,0.006079482439923282,23.1
2020-01-27,0.016316164484936148,23.48
2020-01-28,0.023570031512432057,24.04
2020-01-29,-0.043355409240386555,23.02
2020-01-30,-0.011798327347329015,22.75
2020-01-31,-0.010161453137909296,22.52
2020-02-03,0.019349583510869493,22.96
2020-02-04,-0.0008713795409027098,22.94
2020-02-05,0.022841143581362116,23.47
2020-02-06,-0.03291789769089332,22.71
2020-02-07,0.0074581189605161125,22.88
2020-02-10,-0.004819595614740692,22.77
2020-02-11,0.0,22.77
2020-02-12,-0.0066097966556533895,22.62
2020-02-13,0.003530759526208009,22.7
