date,PX_OPEN,PX_LOW,PX_HIGH,PX_LAST,VOLUME,MOV_AVG_5D,CHG_PCT_1D
2021-07-15,52000.0,,,,,,
2021-07-16,61000.0,57000.0,56900.0,66700.0,18438286.0,,17.3077
2021-07-19,59100.0,63700.0,59100.0,64800.0,6549493.0,,-3.1148
2021-07-20,58400.0,59300.0,57100.0,60200.0,3464134.0,,-1.1844
2021-07-21,57800.0,59500.0,57600.0,59700.0,1922552.0,57660.0,-1.0274
2021-07-22,55000.0,58000.0,54900.0,58200.0,2468489.0,58260.0,-4.8443
2021-07-23,57000.0,55700.0,55200.0,57200.0,2080670.0,57460.0,3.6364
2021-07-26,58900.0,57500.0,57300.0,60200.0,2544895.0,57420.0,3.3333
2021-07-27,58000.0,58900.0,57300.0,59000.0,1132791.0,57340.0,-1.528
2021-07-28,56400.0,58000.0,55900.0,58700.0,1257765.0,57060.0,-2.7586
2021-07-29,55800.0,56300.0,55400.0,57100.0,891907.0,57220.0,-1.0638
2021-07-30,56400.0,55700.0,54900.0,56700.0,927191.0,57100.0,1.0753
2021-08-02,55600.0,56800.0,55100.0,57300.0,802171.0,56440.0,-1.4184
2021-08-03,58300.0,56200.0,55400.0,58300.0,1837231.0,56500.0,4.8561
2021-08-04,58200.0,58000.0,57300.0,58800.0,987463.0,56860.0,-0.1715
2021-08-05,58800.0,58400.0,58200.0,59500.0,1194360.0,57460.0,1.0309
2021-08-06,57900.0,58900.0,57600.0,59000.0,787883.0,57760.0,-1.5306
2021-08-09,58300.0,58200.0,57200.0,58600.0,814858.0,58300.0,0.6908
2021-08-10,61800.0,58600.0,58100.0,64400.0,5768044.0,59000.0,6.0034
2021-08-11,64100.0,65900.0,63300.0,68900.0,8553666.0,60180.0,3.7217
2021-08-12,61200.0,63600.0,60400.0,64400.0,3023473.0,60660.0,-4.5242
2021-08-13,59000.0,61500.0,58100.0,61500.0,2457781.0,60880.0,-3.5948
2021-08-17,56000.0,58000.0,55800.0,59500.0,2200438.0,60420.0,-5.0847
2021-08-18,56200.0,56000.0,56000.0,57700.0,1691499.0,59300.0,0.3571
2021-08-19,55500.0,56500.0,55400.0,58000.0,1780424.0,57580.0,-1.2456
2021-08-20,52600.0,56400.0,52000.0,56500.0,1798054.0,55860.0,-5.2252
2021-08-23,50800.0,53100.0,50200.0,53300.0,1096912.0,54220.0,-3.4221
2021-08-24,52400.0,51200.0,50700.0,52800.0,1879344.0,53500.0,3.1496
2021-08-25,51100.0,52100.0,50800.0,52200.0,838976.0,52480.0,-2.4809
2021-08-26,51200.0,51500.0,51000.0,52100.0,775821.0,51620.0,0.1957
2021-08-27,52800.0,51200.0,50700.0,53400.0,1353914.0,51660.0,3.125
2021-08-30,50700.0,52800.0,50500.0,52900.0,1061156.0,51640.0,-3.9773
2021-08-31,49000.0,50700.0,48650.0,50900.0,1453218.0,50960.0,-3.3531
2021-09-01,49100.0,49350.0,48850.0,49900.0,833209.0,50560.0,0.2041
2021-09-02,46850.0,49300.0,46800.0,49300.0,1555998.0,49690.0,-4.5825
2021-09-03,47150.0,46750.0,45550.0,48450.0,1625711.0,48560.0,0.6403
2021-09-06,45950.0,47200.0,45950.0,47350.0,669914.0,47610.0,-2.5451
2021-09-07,45750.0,46200.0,45650.0,46350.0,633981.0,46960.0,-0.4353
2021-09-08,42700.0,45750.0,42500.0,45750.0,1730405.0,45680.0,-6.6667
2021-09-09,41850.0,42700.0,41100.0,43400.0,1157568.0,44680.0,-1.9906
2021-09-10,40950.0,42000.0,40400.0,42500.0,1244395.0,43440.0,-2.1505
2021-09-13,42800.0,42950.0,42550.0,47150.0,4298591.0,42810.0,4.5177
2021-09-14,44600.0,42900.0,42900.0,46750.0,2570810.0,42580.0,4.2056
2021-09-15,47900.0,45500.0,45200.0,48450.0,2387687.0,43620.0,7.3991
2021-09-16,47100.0,48800.0,46650.0,49100.0,1243170.0,44670.0,-1.6701
2021-09-17,48250.0,47150.0,46450.0,48700.0,957692.0,46130.0,2.4416
2021-09-23,49900.0,48100.0,47750.0,50600.0,1499802.0,47550.0,3.4197
2021-09-24,49350.0,50400.0,48250.0,50400.0,901914.0,48500.0,-1.1022
2021-09-27,47600.0,49400.0,47250.0,49450.0,632311.0,48440.0,-3.5461
2021-09-28,46700.0,47300.0,46700.0,48000.0,614506.0,48360.0,-1.8908
2021-09-29,45050.0,45200.0,44650.0,45800.0,602999.0,47720.0,-3.5332
2021-09-30,45150.0,45350.0,45000.0,46750.0,535177.0,46770.0,0.222
2021-10-01,44250.0,44750.0,43700.0,46650.0,805503.0,45750.0,-1.9934
2021-10-05,44850.0,44250.0,44250.0,46500.0,831004.0,45200.0,1.3559
2021-10-06,42250.0,45050.0,42200.0,45200.0,586378.0,44310.0,-5.7971
2021-10-07,43400.0,42450.0,42450.0,43850.0,282850.0,43980.0,2.7219
2021-10-08,43700.0,43950.0,43300.0,44550.0,304061.0,43690.0,0.6912
2021-10-12,43500.0,43400.0,42000.0,44200.0,289849.0,43540.0,-0.4577
2021-10-13,44500.0,43500.0,43400.0,45000.0,362972.0,43470.0,2.2989
2021-10-14,45700.0,44800.0,44300.0,45750.0,307927.0,44160.0,2.6966
2021-10-15,46250.0,46050.0,45850.0,46900.0,355219.0,44730.0,1.2035
2021-10-18,45900.0,46550.0,45500.0,46850.0,531564.0,45170.0,-0.7568
2021-10-19,46400.0,46000.0,45950.0,46800.0,317182.0,45750.0,1.0893
2021-10-20,46450.0,46600.0,46450.0,47200.0,249524.0,46140.0,0.1078
2021-10-21,45800.0,46600.0,45800.0,46750.0,230167.0,46160.0,-1.3994
2021-10-22,47000.0,46100.0,45600.0,48000.0,571772.0,46310.0,2.6201
2021-10-25,45450.0,47200.0,45450.0,47250.0,357414.0,46220.0,-3.2979
2021-10-26,45600.0,45600.0,45250.0,46100.0,194350.0,46060.0,0.33
2021-10-27,45650.0,45700.0,45300.0,46050.0,186693.0,45900.0,0.1096
2021-10-28,46150.0,45900.0,45700.0,46600.0,305083.0,45970.0,1.0953
2021-10-29,45800.0,46300.0,45700.0,46550.0,259146.0,45730.0,-0.7584
2021-11-01,47300.0,46050.0,46050.0,48550.0,850407.0,46100.0,3.2751
2021-11-02,47850.0,47700.0,47000.0,48050.0,369011.0,46550.0,1.1628
2021-11-03,49850.0,48350.0,47950.0,49950.0,1056060.0,47390.0,4.1797
2021-11-04,48650.0,49850.0,48100.0,49900.0,551080.0,47890.0,-2.4072
2021-11-05,48700.0,48900.0,47400.0,49400.0,416541.0,48470.0,0.1028
2021-11-08,46000.0,47400.0,46000.0,48450.0,485130.0,48210.0,-5.5441
2021-11-09,47150.0,46050.0,45350.0,47350.0,439819.0,48070.0,2.5
2021-11-10,46050.0,46900.0,42600.0,47650.0,450735.0,47310.0,-2.333
2021-11-11,44400.0,46300.0,43700.0,46850.0,902333.0,46460.0,-3.5831
2021-11-12,49650.0,48000.0,47950.0,52400.0,4378070.0,46650.0,11.8243
2021-11-15,51600.0,50300.0,50000.0,51900.0,1296787.0,47770.0,3.9275
2021-11-16,53300.0,51900.0,51600.0,53400.0,1281280.0,49000.0,3.2946
2021-11-17,53600.0,53700.0,52600.0,54000.0,792399.0,50510.0,0.5629
