Ticker,Bloomberg,MySQL,Name_kor,Name,Sector_kor,Sector,Industry_Group,Industry,Sub_Industry,Description
OEC,OEC UN,OEC_UN,오리온 엔지니어드 카본스,Orion Engineered Carbons S.A,소재,Materials,Materials,Chemicals,Commodity Chemicals,"Orion S.A. supplies chemical products. The company offers carbon black for coatings, printing inks, polymers, rubber and other applications, as well as in state-of-the-art lithium batteries for electric vehicles."
OFC,OFC UN,OFC_UN,코퍼레이트 오피스 프로퍼티스 트러스트,Corporate Office Properties Trust,부동산,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs,"Corporate Office Properties Trust is a real estate investment trust. The Trust focuses on the acquisition, ownership, and operation of suburban office properties located in high-growth sub-markets."
OFG,OFG UN,OFG_UN,OFG 뱅코프,OFG Bancorp,금융,Financials,Banks,Banks,Regional Banks,"OFG Bancorp is the holding company for Oriental Bank. The Bank provides trust, money management, financial planning, and investment brokerage services, as well as consumer banking and mortgage banking. OFG Bancorp operates through a network of branch offices in Puerto Rico."
OFIX,OFIX UW,OFIX_UW,오소픽스 메디컬,Orthofix International Nv,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Orthofix Medical Inc. develops, produces, and markets medical devices. The Company offers spine fixation, biological, and other orthopedic and spine solutions. Orthofix Medical serves the healthcare sector worldwide"
OFLX,OFLX UQ,OFLX_UQ,오메가 플렉스,Omega Flex Inc,산업재,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,"Omega Flex, Inc. manufactures flexible metal hose. The Company offers products which is used in a variety of applications to carry gases within residential and commercial buildings, vibration absorbers in high vibration applications, and other types of gases and fluids in a number of industrial applications."
OGS,OGS UN,OGS_UN,원 가스,One Gas Inc,유틸리티,Utilities,Utilities,Gas Utilities,Gas Utilities,"ONE Gas, Inc. is a regulated natural gas utility. The Company distributes natural gas to customers in Oklahoma, Kansas, and Texas. ONE Gas serves the residential, commercial, industrial, transportation, and wholesale industries."
OI,OI UN,OI_UN,O-I 글래스,Owens Illinois Inc,소재,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain","O-I Glass, Inc. manufactures packaging products. The Company produces various types of glass bottles for food, beverage, cosmetics, and other related industries. O-I Glass serves customers worldwide."
OII,OII UN,OII_UN,오셔니어링 인터내셔널,Oceaneering International Inc,에너지,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,"Oceaneering International, Inc. provides engineering services. The Company offers remotely operated vehicles, mobile offshore production systems, engineering and product management, manned diving, and other deep water applications. Oceaneering serves defense, entertainment, material handling, aerospace, science, and renewable energy industries."
OIS,OIS UN,OIS_UN,오일 스테이츠 인터내셔널,Oil States International Inc,에너지,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,"Oil States International, Inc. provides specialty products and services to oil and gas drilling and production companies. The Company supplies connection technology for offshore oil and gas development and production, distributes tubular goods, furnishes hydraulic workover, and well control services. Oil States also provides remote site accommodations, catering, and logistics."
OLO,OLO UN,OLO_UN,올로,Olo Inc.,테크놀로지,Information Technology,Software & Services,Software,Application Software,"Olo Inc. provides software solutions. The Company develops cloud-based, on-demand commerce platform for multi-location restaurant brands. Olo serves customers worldwide."
OLP,OLP UN,OLP_UN,원 리버티 프로퍼티즈,"One Liberty Properties, Inc",부동산,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs,"One Liberty Properties, Inc. is an equity real estate investment trust. The Company invests primarily in improved, commercial real estate under long-term net lease. One Liberty Properties investment objectives are to provide current income, to provide the opportunity for increases in income and capital appreciation and to protect the Company's capital."
OM,OM UW,OM_UW,아웃셋 메디컬,"Outset Medical, Inc.",헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Outset Medical, Inc. provides medical technology. The Company develops a hemodialysis system for kidney patients. Outset Medical operates in the United States."
OMCL,OMCL UW,OMCL_UW,옴니셀,Omnicell Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Omnicell, Inc. provides an integrated suite of clinical infrastructure and workflow automation solutions for healthcare facilities. The Company offers solutions include pharmacy and supply systems, clinical reference tools, an internet-based procurement application, and decision support. Omnicell sells and leases its products and services to a range of healthcare facilities."
OMI,OMI UN,OMI_UN,오언스 & 마이너,Owens & Minor Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors,"Owens & Minor, Inc. distributes medical and surgical supplies throughout the United States. The Company's customers include hospitals, integrated healthcare systems, and group purchasing organizations. Owens & Minor also provides services in supply chain management, logistics, and technology."
OMIC,OMIC UW,OMIC_UW,싱귤러 제노믹스 시스템즈,"Singular Genomics Systems, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Singular Genomics Systems, Inc. operates as a life science technology company. The Company develops novel next generation sequencing (NGS) and multiomics technologies to build products that empower researchers and clinicians. Singular Genomics Systems serves customers worldwide."
ONB,ONB UW,ONB_UW,올드 내셔널 뱅코프,Old National Bancorp,금융,Financials,Banks,Banks,Regional Banks,"Old National Bancorp of Indiana is a multi-bank holding company operating in Indiana, Illinois, Ohio, Kentucky, and Tennessee. The Banks provides commercial and consumer loans, originate and service mortgage loans, issue and service credit cards, deposits, and alternative investments and brokerage services."
ONDS,ONDS UR,ONDS_UR,온다스 홀딩스,Ondas Holdings Inc.,테크놀로지,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,"Ondas Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, designs and manufactures software defined radio platform for mission critical IoT applications. Ondas Holdings serves customers worldwide."
ONEW,ONEW UQ,ONEW_UQ,원워터 마린,OneWater Marine Inc. - Class A,임의소비재,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail,"OneWater Marine Inc. operates as a recreational boat dealers. The Company offer new and pre- owned boats, repair and maintenance services, parts and accessories, and finance and insurance products. Onewater Marine serves customers in the United States."
ONL,ONL UN,ONL_UN,오리온 오피스 리츠,Orion Office REIT Inc.,부동산,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs,"Orion Office REIT Inc operates as a real estate investment trust. The Company specializes in the ownership, acquisition, and management of office buildings. Orion Office REIT serves clients in the United States."
ONTF,ONTF UN,ONTF_UN,ON24,ON24 INC,테크놀로지,Information Technology,Software & Services,Software,Application Software,"ON24, Inc. operates as a software company. The Company offers cloud-based digital platform that enables businesses to convert customer engagement into revenue through interactive webinar, virtual event, and multimedia content experiences. ON24 serves customers worldwide."
ONTO,ONTO UN,ONTO_UN,온투 이노베이션,Onto Innovation Inc.,테크놀로지,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi,"Onto Innovation Inc. provides process control solutions and inspection systems. The Company offers solutions which primarily used in the fabrication of semiconductors and other solid-state devices, as well as industrial and scientific applications. Onto Innovation serves customers in the United States."
OOMA,OOMA UN,OOMA_UN,우마,Ooma Inc,통신서비스,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,"Ooma, Inc. provides communications solutions and other connected services to small business, home, and mobile users. The Company offers home phone systems, cordless handsets, and bluetooth adapters, as well as caller identification, call-waiting, and voice mail services."
OPAD,OPAD UN,OPAD_UN,오퍼패드 솔루션스,Offerpad Solutions Inc. Class A,부동산,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services,Offerpad Solutions Inc. operates as a real estate development company.
OPCH,OPCH UW,OPCH_UW,옵션 케어 헬스,"Option Care Health, Inc.",헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"Option Care Health, Inc. provides infusion and home care management solutions. The Company offers products, services, and condition-specific clinical management programs for gastrointestinal abnormalities, infectious diseases, cancer, organ and blood cell transplants, bleeding disorders, and heart failures. Option Care Health serves patients in the United States."
