ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
CMA UN Equity,Financials,Banks,Banks,Diversified Banks
CMAX UW Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CMBM UQ Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CMC UN Equity,Materials,Materials,Metals & Mining,Steel
CMCO UW Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
CMCSA UW Equity,Communication Services,Media & Entertainment,Media,Cable & Satellite
CME UW Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
CMG UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
CMI UN Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
CMLS UQ Equity,Communication Services,Media & Entertainment,Media,Broadcasting
CMP UN Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining
CMPO UQ Equity,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
CMPR UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
CMRE UN Equity,Industrials,Transportation,Marine Transportation,Marine Transportation
CMRX UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CMS UN Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
CMTG UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
CMTL UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CNA UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
CNC UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
CNDT UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
CNK UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
CNM UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
CNMD UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CNNE UN Equity,Financials,Financial Services,Financial Services,Multi-Sector Holdings
CNO UN Equity,Financials,Insurance,Insurance,Life & Health Insurance
CNOB UW Equity,Financials,Banks,Banks,Regional Banks
CNP UN Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
CNS UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
CNSL UW Equity,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S
CNTY UR Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
CNX UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CNXC UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
CNXN UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
COCO UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
CODI UN Equity,Financials,Financial Services,Financial Services,Multi-Sector Holdings
COF UN Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
COGT UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
COHR UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
COHU UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
COIN UW Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
COKE UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
COLB UW Equity,Financials,Banks,Banks,Regional Banks
COLD UN Equity,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
COLL UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
COLM UW Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
COMM UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
COMP UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
CONN UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail
COO UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
COOK UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances
COOP UR Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
COP UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CORT UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
COST UW Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
COTY UN Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
COUR UN Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
CPA UN Equity,Industrials,Transportation,Passenger Airlines,Passenger Airlines
CPB UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CPE UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CPF UN Equity,Financials,Banks,Banks,Regional Banks
CPK UN Equity,Utilities,Utilities,Gas Utilities,Gas Utilities
CPRI UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
CPRT UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
CPRX UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CPSI UW Equity,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
CPSS UQ Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
CPT UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
CPTN UR Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
CR UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
CRAI UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
CRBG UN Equity,Financials,Financial Services,Financial Services,Diversified Financial Services
CRBU UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CRC UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CRD/A UN Equity,Financials,Insurance,Insurance,Insurance Brokers
CRDO UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
CRGE UQ Equity,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
CRGY UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CRI UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
CRK UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CRL UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CRM UN Equity,Information Technology,Software & Services,Software,Application Software
CRMT UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
CRNC UW Equity,Information Technology,Software & Services,Software,Application Software
CRNX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CROX UW Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
CRS UN Equity,Materials,Materials,Metals & Mining,Steel
CRSR UW Equity,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
CRUS UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
CRVL UW Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CRWD UW Equity,Information Technology,Software & Services,Software,Systems Software
CSCO UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CSGP UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
CSGS UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
CSL UN Equity,Industrials,Capital Goods,Building Products,Building Products
CSR UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
CSTE UW Equity,Industrials,Capital Goods,Building Products,Building Products
CSTL UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CSTM UN Equity,Materials,Materials,Metals & Mining,Aluminum
CSTR UW Equity,Financials,Banks,Banks,Regional Banks
CSV UN Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
CSWI UW Equity,Industrials,Capital Goods,Building Products,Building Products
CSX UW Equity,Industrials,Transportation,Ground Transportation,Rail Transportation
CTAS UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
CTBI UW Equity,Financials,Banks,Banks,Regional Banks
CTIC UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CTKB UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CTLP UW Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
CTLT UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
CTO UN Equity,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
CTOS UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
CTRA UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CTRE UN Equity,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
CTRN UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
CTS UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
CTSH UW Equity,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
CTV UN Equity,Communication Services,Media & Entertainment,Media,Advertising
CTVA UN Equity,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
CUBE UN Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Self-Storage REITs
CUBI UN Equity,Financials,Banks,Banks,Regional Banks
CURO UN Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
CURV UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
CUTR UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CUZ UN Equity,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
CVBF UW Equity,Financials,Banks,Banks,Regional Banks
CVCO UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
CVGW UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CVI UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
CVLG UW Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
CVLT UW Equity,Information Technology,Software & Services,Software,Systems Software
CVNA UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
CVS UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CVT UQ Equity,Information Technology,Software & Services,Software,Application Software
CVX UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
CW UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
CWEN UN Equity,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity
CWEN/A UN Equity,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity
CWH UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
CWK UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
CWST UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
CWT UN Equity,Utilities,Utilities,Water Utilities,Water Utilities
CXT UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
CXW UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Security & Alarm Services
CYH UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
CYRX UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CYTK UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CYXT UW Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
CZNC UR Equity,Financials,Banks,Banks,Regional Banks
CZR UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
D UN Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
DAL UN Equity,Industrials,Transportation,Passenger Airlines,Passenger Airlines
DAN UN Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
DAR UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
DASH UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DAWN UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DBI UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
DBRG UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie
DBX UW Equity,Information Technology,Software & Services,Software,Application Software
DC UA Equity,Materials,Materials,Metals & Mining,Gold
DCGO UR Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DCI UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
DCO UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
DCOM UW Equity,Financials,Banks,Banks,Regional Banks
DCPH UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DD UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
DDD UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
DDOG UW Equity,Information Technology,Software & Services,Software,Application Software
DDS UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
DE UN Equity,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
DEA UN Equity,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
DECK UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
DEI UN Equity,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
DELL UN Equity,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
DEN UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
DENN UR Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DFH UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
DFIN UN Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
DFS UN Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
DG UN Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
DGICA UW Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
DGII UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
DGX UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DH UW Equity,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
DHC UW Equity,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
DHI UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
DHIL UW Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
DHR UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
DHT UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
DHX UN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
DIBS UQ Equity,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
DICE UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
DIN UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DINO UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
DIOD UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
DIS UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
DISH UW Equity,Communication Services,Media & Entertainment,Media,Cable & Satellite
DJCO UR Equity,Communication Services,Media & Entertainment,Media,Publishing
DK UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
DKNG UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
DKS UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
DLB UN Equity,Information Technology,Software & Services,Software,Systems Software
DLR UN Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Data Center REITs
DLTH UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
DLTR UW Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
DLX UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
DM UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
DMRC UW Equity,Information Technology,Software & Services,Software,Application Software
DNA UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
DNB UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
DNLI UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DNMR UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
DNOW UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
DNUT UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DO UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
DOC UN Equity,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
DOCN UN Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
DOCS UN Equity,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
DOCU UW Equity,Information Technology,Software & Services,Software,Application Software
DOMA UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
DOMO UQ Equity,Information Technology,Software & Services,Software,Application Software
DOOR UN Equity,Industrials,Capital Goods,Building Products,Building Products
DORM UW Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
DOUG UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
DOV UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
DOW UN Equity,Materials,Materials,Chemicals,Commodity Chemicals
DOX UW Equity,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
DPZ UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DRH UN Equity,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,Hotel & Resort REITs
DRI UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DRQ UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
DRVN UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
DSEY UW Equity,Materials,Materials,Chemicals,Specialty Chemicals
DSGN UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DSGR UW Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
DSKE UR Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
DSP UW Equity,Information Technology,Software & Services,Software,Application Software
DT UN Equity,Information Technology,Software & Services,Software,Application Software
DTC UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
DTE UN Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
DTM UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
DUK UN Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
DUOL UW Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
DV UN Equity,Information Technology,Software & Services,Software,Application Software
DVA UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DVAX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DVN UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
DX UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
DXC UN Equity,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
DXCM UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
DXLG UQ Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
DXPE UW Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
DY UN Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
DYN UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DZSI UR Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
EA UW Equity,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
EAF UN Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
EAT UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
EB UN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
EBAY UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
EBC UW Equity,Financials,Banks,Banks,Regional Banks
EBF UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
EBIX UW Equity,Information Technology,Software & Services,Software,Application Software
EBS UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EBTC UW Equity,Financials,Banks,Banks,Regional Banks
ECL UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
ECPG UW Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
ECVT UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
ED UN Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
EDIT UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EE UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
EEFT UW Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
EFC UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
EFSC UW Equity,Financials,Banks,Banks,Regional Banks
EFX UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
EGAN UR Equity,Information Technology,Software & Services,Software,Application Software
EGBN UR Equity,Financials,Banks,Banks,Regional Banks
EGHT UW Equity,Information Technology,Software & Services,Software,Application Software
EGIO UW Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
EGLE UN Equity,Industrials,Transportation,Marine Transportation,Marine Transportation
EGP UN Equity,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
EGRX UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EGY UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
EHAB UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
EHC UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
EHTH UW Equity,Financials,Insurance,Insurance,Insurance Brokers
EIG UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
EIGR UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EIX UN Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
EL UN Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
ELAN UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
ELF UN Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
ELME UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
ELS UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Single-Family Residential REIT
ELV UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
EMBC UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
EME UN Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
EMN UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
EMR UN Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
ENFN UN Equity,Information Technology,Software & Services,Software,Application Software
ENOB UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
ENOV UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
ENPH UQ Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
ENR UN Equity,Consumer Staples,Household & Personal Products,Household Products,Household Products
ENS UN Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
ENSG UW Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
ENTA UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
ENTG UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
ENV UN Equity,Information Technology,Software & Services,Software,Application Software
ENVA UN Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
ENVX UW Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
EOG UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
EOLS UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
EP UA Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
EPAC UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
EPAM UN Equity,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
EPC UN Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
EPR UN Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
EPRT UN Equity,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
EQBK UN Equity,Financials,Banks,Banks,Regional Banks
EQC UN Equity,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
EQH UN Equity,Financials,Financial Services,Financial Services,Diversified Financial Services
EQIX UW Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Data Center REITs
