ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
EQR UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
EQRX UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EQT UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
ERAS UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
ERIE UW Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
ERII UW Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
ES UN Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
ESAB UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
ESE UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
ESGR UW Equity,Financials,Insurance,Insurance,Reinsurance
ESI UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
ESMT UN Equity,Information Technology,Software & Services,Software,Application Software
ESNT UN Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
ESPR UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
ESQ UR Equity,Financials,Banks,Banks,Regional Banks
ESRT UN Equity,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
ESS UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
ESTC UN Equity,Information Technology,Software & Services,Software,Application Software
ESTE UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
ETD UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
ETN UN Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
ETR UN Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
ETRN UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
ETSY UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
ETWO UN Equity,Information Technology,Software & Services,Software,Application Software
EVA UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
EVBG UQ Equity,Information Technology,Software & Services,Software,Application Software
EVC UN Equity,Communication Services,Media & Entertainment,Media,Broadcasting
EVCM UW Equity,Information Technology,Software & Services,Software,Application Software
EVER UQ Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
EVGO UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
EVH UN Equity,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
EVLV UR Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
EVR UN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
EVRG UW Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
EVRI UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
EVTC UN Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
EW UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
EWBC UW Equity,Financials,Banks,Banks,Regional Banks
EWCZ UW Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
EWTX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
EXAS UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EXC UW Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
EXEL UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EXLS UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
EXP UN Equity,Materials,Materials,Construction Materials,Construction Materials
EXPD UW Equity,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
EXPE UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
EXPI UQ Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
EXPO UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
EXPR UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
EXR UN Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Self-Storage REITs
EXTR UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
EYE UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
EYPT UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
EZPW UW Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
F UN Equity,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
FA UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
FAF UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
FANG UW Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
FARO UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
FAST UW Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
FATE UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
FATH UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
FBIN UN Equity,Industrials,Capital Goods,Building Products,Building Products
FBIZ UW Equity,Financials,Banks,Banks,Regional Banks
FBK UN Equity,Financials,Banks,Banks,Regional Banks
FBMS UQ Equity,Financials,Banks,Banks,Regional Banks
FBNC UW Equity,Financials,Banks,Banks,Regional Banks
FBP UN Equity,Financials,Banks,Banks,Regional Banks
FBRT UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
FC UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
FCBC UW Equity,Financials,Banks,Banks,Regional Banks
FCEL UQ Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
FCF UN Equity,Financials,Banks,Banks,Regional Banks
FCFS UW Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
FCN UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
FCNCA UW Equity,Financials,Banks,Banks,Diversified Banks
FCPT UN Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
FCUV UQ Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
FCX UN Equity,Materials,Materials,Metals & Mining,Copper
FDMT UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
FDP UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
FDS UN Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
FDX UN Equity,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
FE UN Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
FEAM UW Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining
FELE UW Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
FF UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
FFBC UW Equity,Financials,Banks,Banks,Regional Banks
FFIC UW Equity,Financials,Banks,Banks,Regional Banks
FFIE UR Equity,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
FFIN UW Equity,Financials,Banks,Banks,Regional Banks
FFIV UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
FFWM UQ Equity,Financials,Banks,Banks,Regional Banks
FG UN Equity,Financials,Insurance,Insurance,Life & Health Insurance
FGBI UQ Equity,Financials,Banks,Banks,Regional Banks
FGEN UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
FHB UW Equity,Financials,Banks,Banks,Regional Banks
FHI UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
FHN UN Equity,Financials,Banks,Banks,Regional Banks
FHTX UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
FIBK UW Equity,Financials,Banks,Banks,Regional Banks
FICO UN Equity,Information Technology,Software & Services,Software,Application Software
FIGS UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
FIS UN Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
FISI UW Equity,Financials,Banks,Banks,Regional Banks
FISV UW Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
FITB UW Equity,Financials,Banks,Banks,Diversified Banks
FIVE UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
FIVN UQ Equity,Information Technology,Software & Services,Software,Application Software
FIX UN Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
FIZZ UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
FL UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
FLGT UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
FLIC UR Equity,Financials,Banks,Banks,Regional Banks
FLL UR Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
FLNC UW Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
FLNG UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
FLO UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
FLR UN Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
FLS UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
FLT UN Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
FLWS UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
FLYW UW Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
FMAO UR Equity,Financials,Banks,Banks,Regional Banks
FMBH UQ Equity,Financials,Banks,Banks,Regional Banks
FMC UN Equity,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
FMNB UR Equity,Financials,Banks,Banks,Regional Banks
FN UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
FNA UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
FNB UN Equity,Financials,Banks,Banks,Regional Banks
FND UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail
FNF UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
FNKO UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
FNLC UW Equity,Financials,Banks,Banks,Regional Banks
FOA UN Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
FOCS UW Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
FOLD UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
FOR UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Development
FORG UN Equity,Information Technology,Software & Services,Software,Application Software
FORM UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
FORR UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
FOSL UW Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
FOUR UN Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
FOX UW Equity,Communication Services,Media & Entertainment,Media,Broadcasting
FOXA UW Equity,Communication Services,Media & Entertainment,Media,Broadcasting
FOXF UW Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
FPI UN Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
FR UN Equity,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
FRBA UQ Equity,Financials,Banks,Banks,Regional Banks
FRBK UQ Equity,Financials,Banks,Banks,Regional Banks
FREE UR Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
FRG UQ Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
FRME UW Equity,Financials,Banks,Banks,Regional Banks
FRO UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
FRPH UW Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie
FRPT UQ Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
FRST UQ Equity,Financials,Banks,Banks,Regional Banks
FRT UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
FSBC UW Equity,Financials,Banks,Banks,Regional Banks
FSLR UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
FSLY UN Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
FSP UA Equity,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
FSR UN Equity,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
FSS UN Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
FTCI UQ Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
FTDR UW Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
FTNT UW Equity,Information Technology,Software & Services,Software,Systems Software
FTV UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
FUBO UN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
