ranking,sector,ticker1,ticker2,corr_px,corr_r,corr_px**2,corr_r**2,corr**2_sum,name1,name2,corr**2_w_sum
86,Industrials,006360_KS,375500_KS,0.2867083,0.706351986,0.082201649,0.498933128,0.581134778,GS Engineering & Construction Corporation,Dl E&C Ltd,0.415586832
87,Industrials,006360_KS,294870_KS,0.381899664,0.693421666,0.145847353,0.480833607,0.62668096,GS Engineering & Construction Corporation,Hyundai Development Company,0.413836356
93,Financials,016360_KS,071050_KS,0.266511949,0.703414537,0.071028619,0.494792011,0.56582063,"Samsung Securities Co.,Ltd","Korea Investment Holdings Co., Ltd",0.410039333
110,Financials,024110_KS,105560_KS,0.345615938,0.682221741,0.119450377,0.465426504,0.584876881,Industrial Bank of Korea,KB Financial Group Inc,0.396231279
120,Financials,086790_KS,138930_KS,0.384607187,0.667848626,0.147922688,0.446021787,0.593944476,Hana Financial Group Inc,BNK Financial Group Inc,0.386401967
126,Financials,105560_KS,138930_KS,0.276567607,0.674722136,0.076489641,0.455249961,0.531739602,KB Financial Group Inc,BNK Financial Group Inc,0.379497897
136,Financials,105560_KS,016360_KS,0.34241612,0.659382648,0.117248799,0.434785476,0.552034275,KB Financial Group Inc,"Samsung Securities Co.,Ltd",0.371278141
138,Health Care,005250_KS,019170_KS,0.347269001,0.653729426,0.120595759,0.427362163,0.547957922,Green Cross Holdings Corporation,Shinpoong Pharmaceutical Ltd,0.366008882
148,Financials,071050_KS,006800_KS,0.385114495,0.634664223,0.148313174,0.402798676,0.551111851,"Korea Investment Holdings Co., Ltd","Mirae Asset Daewoo Co., Ltd",0.351901576
153,Financials,055550_KS,029780_KS,0.372765238,0.630846689,0.138953922,0.397967545,0.536921467,"Shinhan Financial Group Co., Ltd","Samsung Card Co., Ltd",0.34616482
205,Financials,071050_KS,138930_KS,0.379080406,0.602411308,0.143701954,0.362899383,0.506601338,"Korea Investment Holdings Co., Ltd",BNK Financial Group Inc,0.319059897
209,Financials,029780_KS,316140_KS,0.335575518,0.607190125,0.112610928,0.368679848,0.481290776,"Samsung Card Co., Ltd",Woori Financial Group Inc,0.317466064
244,Consumer Staples,139480_KS,001680_KS,0.324297062,0.589883414,0.105168584,0.347962442,0.453131026,E-MART Inc,Daesang Corporation,0.29940367
261,Financials,071050_KS,316140_KS,0.313356844,0.585717158,0.098192512,0.34306459,0.441257101,"Korea Investment Holdings Co., Ltd",Woori Financial Group Inc,0.294090174
266,Financials,105560_KS,006800_KS,0.388060559,0.571871323,0.150590998,0.32703681,0.477627808,KB Financial Group Inc,"Mirae Asset Daewoo Co., Ltd",0.291747648
287,Consumer Discretionary,204320_KS,005380_KS,0.383828198,0.561137366,0.147324085,0.314875144,0.462199229,Mando Corporation,Hyundai Motor Company,0.281364932
322,Financials,055550_KS,139130_KS,0.377051833,0.549679547,0.142168084,0.302147604,0.444315688,"Shinhan Financial Group Co., Ltd","DGB Financial Group Co., LTD",0.2701517
334,Financials,071050_KS,039490_KS,0.332885965,0.551790863,0.110813066,0.304473156,0.415286222,"Korea Investment Holdings Co., Ltd","Kiwoom Securities Co., Ltd",0.265741138
338,Financials,088350_KS,175330_KS,0.272681895,0.558456937,0.074355416,0.31187415,0.386229566,"Hanwha Life Insurance Co., Ltd","JB Financial Group Co., Ltd",0.264370403
344,Consumer Discretionary,000240_KS,020000_KS,0.261287154,0.558888784,0.068270977,0.312356672,0.380627649,"Hankook Tire Worldwide Co., Ltd",HANDSOME Corp,0.263539533
354,Consumer Discretionary,018880_KS,009900_KS,0.274757204,0.555441361,0.075491521,0.308515105,0.384006626,Hanon Systems,Myoung Shin Industrial Ltd,0.261910388
366,Financials,024110_KS,086790_KS,0.361612252,0.537561199,0.130763421,0.288972043,0.419735464,Industrial Bank of Korea,Hana Financial Group Inc,0.257330319
369,Financials,088350_KS,001450_KS,0.297743977,0.546885677,0.088651476,0.299083944,0.38773542,"Hanwha Life Insurance Co., Ltd",Hyundai Marine & Fire Insurance Co. Ltd,0.25699745
403,Consumer Discretionary,009900_KS,005380_KS,0.318896802,0.534639913,0.101695171,0.285839836,0.387535007,Myoung Shin Industrial Ltd,Hyundai Motor Company,0.249010903
411,Financials,016360_KS,086790_KS,0.361705598,0.525071736,0.13083094,0.275700328,0.406531268,"Samsung Securities Co.,Ltd",Hana Financial Group Inc,0.24672645
414,Consumer Staples,001680_KS,280360_KS,0.366383121,0.523261,0.134236591,0.273802074,0.408038666,Daesang Corporation,Lotte Confectionery Co. Ltd,0.245888977
417,Consumer Discretionary,081660_KS,013890_KS,0.361235383,0.523386983,0.130491002,0.273933934,0.404424936,Fila Korea Ltd,Zinus Inc,0.245245348
418,Financials,088350_KS,016360_KS,0.377573483,0.519646518,0.142561735,0.270032504,0.412594239,"Hanwha Life Insurance Co., Ltd","Samsung Securities Co.,Ltd",0.24453835
420,Financials,029780_KS,016360_KS,0.287321433,0.533255448,0.082553606,0.284361373,0.366914978,"Samsung Card Co., Ltd","Samsung Securities Co.,Ltd",0.24399982
433,Industrials,028670_KS,006360_KS,0.320747403,0.525960245,0.102878897,0.276634179,0.379513076,"Pan Ocean Co., Ltd",GS Engineering & Construction Corporation,0.241883123
445,Consumer Discretionary,009900_KS,000270_KS,0.310349558,0.52559987,0.096316848,0.276255223,0.372572071,Myoung Shin Industrial Ltd,Kia Motors Corporation,0.240267548
455,Financials,105560_KS,005940_KS,0.386283218,0.508338306,0.149214725,0.258407833,0.407622558,KB Financial Group Inc,"NH Investment & Securities Co., Ltd",0.236569211
460,Industrials,010780_KS,078930_KS,0.391977721,0.506189608,0.153646534,0.256227919,0.409874453,"IS DongSeo Co., Ltd",GS Holdings Corp,0.235711642
465,Health Care,008930_KS,326030_KS,0.323430797,0.517391293,0.10460748,0.26769375,0.372301231,"Hanmi Science Co., Ltd",Sk Biopharmaceuticals Ltd,0.235076496
469,Communication Services,259960_KS,035420_KS,0.28176883,0.522335052,0.079393674,0.272833906,0.35222758,KRAFTON INC,NAVER Corporation,0.23414586
479,Health Care,185750_KS,008930_KS,0.303441038,0.517292887,0.092076463,0.267591931,0.359668395,Chong Kun Dang Pharmaceutical,"Hanmi Science Co., Ltd",0.232488837
498,Industrials,004990_KS,004800_KS,0.254998653,0.519296615,0.065024313,0.269668974,0.334693288,LOTTE Corporation,Hyosung Corporation,0.228740042
513,Financials,086790_KS,139130_KS,0.343214103,0.50195674,0.11779592,0.251960569,0.369756489,Hana Financial Group Inc,"DGB Financial Group Co., LTD",0.225127639
514,Financials,071050_KS,024110_KS,0.373515575,0.496390013,0.139513885,0.246403045,0.385916929,"Korea Investment Holdings Co., Ltd",Industrial Bank of Korea,0.225025213
521,Financials,055550_KS,088350_KS,0.276207992,0.509565143,0.076290855,0.259656635,0.33594749,"Shinhan Financial Group Co., Ltd","Hanwha Life Insurance Co., Ltd",0.222983479
529,Health Care,003090_KS,008930_KS,0.259892243,0.509694643,0.067543978,0.259788629,0.327332607,"Daewoong Co., Ltd","Hanmi Science Co., Ltd",0.221339699
546,Consumer Discretionary,271940_KS,073240_KS,0.268718198,0.504502919,0.07220947,0.254523195,0.326732665,Iljin HySolus Co Ltd,"Kumho Tire Co., Inc",0.21806045
558,Financials,316140_KS,088350_KS,0.399613792,0.477224887,0.159691183,0.227743593,0.387434776,Woori Financial Group Inc,"Hanwha Life Insurance Co., Ltd",0.214133111
563,Industrials,006360_KS,000150_KS,0.394502776,0.476455264,0.15563244,0.227009618,0.382642059,GS Engineering & Construction Corporation,Doosan Corporation,0.212734182
574,Consumer Discretionary,114090_KS,039130_KS,0.35329213,0.481978905,0.124815329,0.232303665,0.357118995,"Grand Korea Leisure Co., Ltd",Hanatour Service Inc,0.210805998
575,Industrials,010140_KS,006360_KS,0.373492106,0.478104129,0.139496353,0.228583558,0.368079911,"Samsung Heavy Industries Co., Ltd",GS Engineering & Construction Corporation,0.210766117
576,Materials,010130_KS,004020_KS,0.263065722,0.496136546,0.069203574,0.246151472,0.315355046,"Korea Zinc Co., Ltd",Hyundai Steel Company,0.210761892
582,Consumer Discretionary,271940_KS,021240_KS,0.391078716,0.473557411,0.152942562,0.224256622,0.377199184,Iljin HySolus Co Ltd,"Coway Co., Ltd",0.20999381
585,Financials,032830_KS,071050_KS,0.3495868,0.480842169,0.12221093,0.231209191,0.353420122,"Samsung Life Insurance Co., Ltd","Korea Investment Holdings Co., Ltd",0.209409539
586,Health Care,000100_KS,008930_KS,0.25598155,0.495341748,0.065526554,0.245363447,0.310890002,Yuhan Corporation,"Hanmi Science Co., Ltd",0.209396068
615,Industrials,000120_KS,034730_KS,0.331654007,0.476953114,0.10999438,0.227484273,0.337478653,CJ Logistics Corporation,"SK Holdings Co., Ltd",0.203986294
628,Industrials,034730_KS,006360_KS,0.380845041,0.464533759,0.145042945,0.215791613,0.360834558,"SK Holdings Co., Ltd",GS Engineering & Construction Corporation,0.201641879
648,Consumer Staples,005300_KS,001680_KS,0.377047553,0.460359447,0.142164857,0.211930821,0.354095678,"Lotte Chilsung Beverage Co.,Ltd",Daesang Corporation,0.197977628
685,Financials,024110_KS,088350_KS,0.279266317,0.469151832,0.077989676,0.220103442,0.298093118,Industrial Bank of Korea,"Hanwha Life Insurance Co., Ltd",0.191680689
687,Financials,005830_KS,088350_KS,0.340229947,0.458805393,0.115756417,0.210502388,0.326258805,"DB Insurance Co., Ltd","Hanwha Life Insurance Co., Ltd",0.191553194
696,Information Technology,034220_KS,011070_KS,0.325776244,0.459015344,0.106130161,0.210695086,0.316825247,"LG Display Co., Ltd","LG Innotek Co., Ltd",0.189782101
718,Materials,285130_KS,002380_KS,0.368204013,0.445271552,0.135574195,0.198266755,0.33384095,"SK Chemicals Co., Ltd",KCC Corporation,0.185728243
719,Consumer Discretionary,023530_KS,241590_KS,0.259136635,0.463979146,0.067151796,0.215276648,0.282428443,"Lotte Shopping Co., Ltd","Hwaseung Enterprise Co., Ltd",0.185651678
726,Financials,029780_KS,006800_KS,0.301666159,0.456356543,0.091002472,0.208261294,0.299263766,"Samsung Card Co., Ltd","Mirae Asset Daewoo Co., Ltd",0.18480953
766,Industrials,011200_KS,004800_KS,0.300098114,0.446758866,0.090058878,0.199593484,0.289652362,"Hyundai Merchant Marine Co.,Ltd",Hyosung Corporation,0.177686563
779,Health Care,302440_KS,003090_KS,0.266025889,0.449070639,0.070769773,0.201664439,0.272434213,Sk Bioscience Ltd,"Daewoong Co., Ltd",0.175485506
780,Industrials,000150_KS,052690_KS,0.35719899,0.432964911,0.127591118,0.187458614,0.315049733,Doosan Corporation,"KEPCO Engineering & Construction Company, Inc",0.175485115
784,Health Care,003850_KS,019170_KS,0.372561905,0.429501648,0.138802373,0.184471666,0.323274039,Boryung Pharmaceutical Ltd,Shinpoong Pharmaceutical Ltd,0.175337807
804,Materials,001230_KS,178920_KS,0.337727768,0.433557347,0.114060045,0.187971974,0.302032019,Dongkuk Steel Mill Company Limited,PI Advanced Materials Co Ltd,0.173189588
807,Industrials,000880_KS,004800_KS,0.296183213,0.440128263,0.087724495,0.193712888,0.281437383,Hanwha Corporation,Hyosung Corporation,0.172515209
808,Consumer Discretionary,009900_KS,073240_KS,0.340657624,0.431862619,0.116047617,0.186505322,0.302552939,Myoung Shin Industrial Ltd,"Kumho Tire Co., Inc",0.172413781
811,Industrials,329180_KS,004800_KS,0.315897773,0.436078958,0.099791403,0.190164858,0.289956261,"Hyundai Heavy Industries Co., Ltd",Hyosung Corporation,0.172090167
814,Consumer Discretionary,020000_KS,031430_KS,0.387495176,0.42075311,0.150152511,0.177033179,0.32718569,HANDSOME Corp,"Shinsegae International Co., Ltd",0.171657045
816,Industrials,028050_KS,004800_KS,0.356131199,0.426973268,0.126829431,0.182306171,0.309135602,"Samsung Engineering Co., Ltd",Hyosung Corporation,0.171210823
820,Consumer Staples,001800_KS,007310_KS,0.260107571,0.443529876,0.067655948,0.196718751,0.264374699,ORION Holdings Corp,Ottogi Corporation,0.17090619
822,Industrials,004800_KS,000120_KS,0.32932156,0.431108781,0.10845269,0.185854781,0.294307471,Hyosung Corporation,CJ Logistics Corporation,0.170374363
826,Industrials,004990_KS,006360_KS,0.396932449,0.415169772,0.157555369,0.172365939,0.329921309,LOTTE Corporation,GS Engineering & Construction Corporation,0.169403825
827,Consumer Discretionary,012330_KS,009900_KS,0.30964455,0.432889644,0.095879747,0.187393444,0.283273191,"Hyundai Mobis Co.,Ltd",Myoung Shin Industrial Ltd,0.169090705
836,Financials,001450_KS,006800_KS,0.277013922,0.436024881,0.076736713,0.190117697,0.266854409,Hyundai Marine & Fire Insurance Co. Ltd,"Mirae Asset Daewoo Co., Ltd",0.1674415
845,Financials,001450_KS,316140_KS,0.397691547,0.410145925,0.158158566,0.16821968,0.326378246,Hyundai Marine & Fire Insurance Co. Ltd,Woori Financial Group Inc,0.166207457
849,Consumer Discretionary,105630_KS,020000_KS,0.306276051,0.427820871,0.093805019,0.183030698,0.276835717,"Hansae Co., Ltd",HANDSOME Corp,0.165185562
857,Financials,032830_KS,139130_KS,0.34664087,0.419090925,0.120159893,0.175637203,0.295797097,"Samsung Life Insurance Co., Ltd","DGB Financial Group Co., LTD",0.164541741
858,Industrials,004800_KS,034730_KS,0.375241639,0.412842249,0.140806288,0.170438723,0.311245011,Hyosung Corporation,"SK Holdings Co., Ltd",0.164512236
876,Financials,039490_KS,175330_KS,0.348926675,0.415632486,0.121749825,0.172750363,0.294500188,"Kiwoom Securities Co., Ltd","JB Financial Group Co., Ltd",0.162550255
900,Industrials,241560_KS,004800_KS,0.369105294,0.406405461,0.136238718,0.165165399,0.301404117,Doosan Bobcat Inc,Hyosung Corporation,0.159380063
911,Industrials,004800_KS,009540_KS,0.322208385,0.413726846,0.103818244,0.171169903,0.274988146,Hyosung Corporation,HD Korea Shipbuilding & Offshore Engineering Co Lt,0.157699571
912,Financials,016360_KS,001450_KS,0.315538887,0.41492616,0.099564789,0.172163718,0.271728507,"Samsung Securities Co.,Ltd",Hyundai Marine & Fire Insurance Co. Ltd,0.157643932
918,Financials,001450_KS,138930_KS,0.314691062,0.414234354,0.099030465,0.1715901,0.270620565,Hyundai Marine & Fire Insurance Co. Ltd,BNK Financial Group Inc,0.157078173
919,Industrials,028260_KS,010620_KS,0.366632532,0.403123147,0.134419414,0.162508272,0.296927686,Samsung C&T Corporation,"Hyundai Mipo Dockyard Co., Ltd",0.1568905
964,Financials,029780_KS,005940_KS,0.290908635,0.411497684,0.084627834,0.169330344,0.253958177,"Samsung Card Co., Ltd","NH Investment & Securities Co., Ltd",0.152389842
989,Consumer Discretionary,057050_KS,004170_KS,0.39897871,0.384492953,0.159184011,0.147834831,0.307018842,Hyundai Home Shopping Network Corporation,Shinsegae Inc,0.150104667
999,Health Care,128940_KS,003090_KS,0.277084031,0.409216762,0.07677556,0.167458358,0.244233919,"Hanmi Pharm. Co., Ltd","Daewoong Co., Ltd",0.149321798
1001,Industrials,047040_KS,034730_KS,0.277913757,0.40844969,0.077236057,0.166831149,0.244067206,"Daewoo Engineering & Construction Co., Ltd","SK Holdings Co., Ltd",0.148912131
1010,Consumer Discretionary,000240_KS,081660_KS,0.375937036,0.386273996,0.141328655,0.1492076,0.290536255,"Hankook Tire Worldwide Co., Ltd",Fila Korea Ltd,0.147631811
1016,Communication Services,036570_KS,251270_KS,0.346884075,0.391912499,0.120328562,0.153595407,0.273923968,Ncsoft Corporation,Netmarble Corporation,0.146942038
1019,Financials,024110_KS,001450_KS,0.262821668,0.407752088,0.069075229,0.166261765,0.235336994,Industrial Bank of Korea,Hyundai Marine & Fire Insurance Co. Ltd,0.146824458
1022,Consumer Discretionary,035250_KS,381970_KS,0.256140278,0.408474991,0.065607842,0.166851818,0.23245966,"Kangwon Land, Inc",K Car Co Ltd,0.146603023
1032,Consumer Discretionary,035250_KS,023530_KS,0.31563923,0.395473984,0.099628124,0.156399672,0.256027796,"Kangwon Land, Inc","Lotte Shopping Co., Ltd",0.145045362
1048,Consumer Discretionary,271940_KS,035250_KS,0.343875729,0.386526486,0.118250517,0.149402724,0.267653241,Iljin HySolus Co Ltd,"Kangwon Land, Inc",0.143172283
1066,Materials,005490_KS,001230_KS,0.316643795,0.389056215,0.100263293,0.151364738,0.251628032,POSCO,Dongkuk Steel Mill Company Limited,0.141144449
1088,Financials,055550_KS,001450_KS,0.350354784,0.37776687,0.122748475,0.142707808,0.265456283,"Shinhan Financial Group Co., Ltd",Hyundai Marine & Fire Insurance Co. Ltd,0.138715941
1092,Industrials,006360_KS,010620_KS,0.322153835,0.383575383,0.103783094,0.147130075,0.250913168,GS Engineering & Construction Corporation,"Hyundai Mipo Dockyard Co., Ltd",0.138460679
1095,Materials,120110_KS,011790_KS,0.3352924,0.379597595,0.112420993,0.144094334,0.256515328,"Kolon Industries, Inc","SKC Co., Ltd",0.137759666
1096,Industrials,004800_KS,001040_KS,0.380118738,0.368780002,0.144490255,0.13599869,0.280488945,Hyosung Corporation,CJ Corporation,0.137697003
1106,Consumer Staples,161890_KS,097950_KS,0.289986433,0.387049657,0.084092131,0.149807437,0.233899568,"Kolmar Korea Co., Ltd",CJ Cheiljedang Corporation,0.136664376
1117,Industrials,028050_KS,001440_KS,0.292063981,0.385155763,0.085301369,0.148344962,0.233646331,"Samsung Engineering Co., Ltd","Taihan Electric Wire Co., Ltd",0.135736243
1121,Consumer Staples,161890_KS,001680_KS,0.362650948,0.369532455,0.13151571,0.136554235,0.268069945,"Kolmar Korea Co., Ltd",Daesang Corporation,0.13554653
1123,Health Care,019170_KS,006280_KS,0.310116558,0.381080524,0.09617228,0.145222366,0.241394646,Shinpoong Pharmaceutical Ltd,Green Cross Corporation,0.135412349
1124,Industrials,010780_KS,004990_KS,0.331878764,0.375854325,0.110143514,0.141266473,0.251409987,"IS DongSeo Co., Ltd",LOTTE Corporation,0.135041881
1128,Materials,000670_KS,011170_KS,0.344275396,0.371701776,0.118525548,0.13816221,0.256687758,Young Poong Corporation,Lotte Chemical Corporation,0.134234878
1129,Industrials,000150_KS,051600_KS,0.262506961,0.38793587,0.068909905,0.150494239,0.219404144,Doosan Corporation,"KEPCO Plant Service & Engineering Co.,Ltd",0.134177372
1171,Consumer Discretionary,009240_KS,066570_KS,0.307671845,0.372090969,0.094661964,0.138451689,0.233113653,"Hanssem Co., Ltd",LG Electronics Inc,0.129693744
1182,Materials,003240_KS,016380_KS,0.372470386,0.354342157,0.138734188,0.125558364,0.264292553,"Taekwang Industrial Co., Ltd",Kg Dongbusteel Ltd,0.128193529
1194,Industrials,004990_KS,000150_KS,0.361629386,0.355677316,0.130775813,0.126506353,0.257282166,LOTTE Corporation,Doosan Corporation,0.127360245
1195,Industrials,272210_KS,078930_KS,0.353836589,0.357183124,0.125200332,0.127579784,0.252780116,Hanwha Systems Ltd,GS Holdings Corp,0.127103894
1196,Consumer Discretionary,105630_KS,204320_KS,0.398199858,0.345274837,0.158563127,0.119214713,0.27777784,"Hansae Co., Ltd",Mando Corporation,0.127084396
1213,Consumer Discretionary,000240_KS,383220_KS,0.366082096,0.35116955,0.134016101,0.123320053,0.257336154,"Hankook Tire Worldwide Co., Ltd",F&F Ltd,0.125459263
1220,Information Technology,034220_KS,000660_KS,0.374199329,0.346964019,0.140025138,0.120384031,0.260409169,"LG Display Co., Ltd","SK hynix, Inc",0.124312252
1228,Industrials,042670_KS,001440_KS,0.273316389,0.368615253,0.074701848,0.135877205,0.210579053,"Doosan Infracore Co., Ltd","Taihan Electric Wire Co., Ltd",0.123642134
1231,Materials,300720_KS,298050_KS,0.373559,0.344648732,0.139546326,0.118782748,0.258329074,Hanilcmt Ltd,Hyosung Advanced Materials Corp,0.122935464
1255,Consumer Discretionary,057050_KS,000240_KS,0.317722253,0.354255285,0.10094743,0.125496807,0.226444237,Hyundai Home Shopping Network Corporation,"Hankook Tire Worldwide Co., Ltd",0.120586932
1272,Materials,006650_KS,014820_KS,0.395504899,0.332029755,0.156424126,0.110243758,0.266667884,"Korea Petrochemical Ind. Co., Ltd",Dongwon Systems Corporation,0.119479832
1279,Consumer Discretionary,012330_KS,271940_KS,0.379655833,0.335472105,0.144138551,0.112541534,0.256680085,"Hyundai Mobis Co.,Ltd",Iljin HySolus Co Ltd,0.118860937
1289,Consumer Discretionary,023530_KS,018880_KS,0.312013067,0.349629408,0.097352154,0.122240723,0.219592877,"Lotte Shopping Co., Ltd",Hanon Systems,0.117263009
1294,Consumer Discretionary,114090_KS,020000_KS,0.283816249,0.354418269,0.080551663,0.125612309,0.206163972,"Grand Korea Leisure Co., Ltd",HANDSOME Corp,0.11660018
1304,Industrials,001440_KS,010620_KS,0.375949739,0.330787576,0.141338207,0.10942042,0.250758627,"Taihan Electric Wire Co., Ltd","Hyundai Mipo Dockyard Co., Ltd",0.115803977
1306,Industrials,006360_KS,011200_KS,0.297898372,0.349883,0.08874344,0.122418113,0.211161554,GS Engineering & Construction Corporation,"Hyundai Merchant Marine Co.,Ltd",0.115683178
1310,Industrials,011200_KS,028050_KS,0.372569685,0.330496446,0.13880817,0.109227901,0.248036071,"Hyundai Merchant Marine Co.,Ltd","Samsung Engineering Co., Ltd",0.115143955
1313,Industrials,028050_KS,000150_KS,0.281803599,0.351487799,0.079413269,0.123543673,0.202956941,"Samsung Engineering Co., Ltd",Doosan Corporation,0.114717592
1315,Consumer Discretionary,383220_KS,035250_KS,0.336395607,0.338954957,0.113162004,0.114890463,0.228052467,F&F Ltd,"Kangwon Land, Inc",0.114544771
1342,Consumer Discretionary,008770_KS,000240_KS,0.378963964,0.320482544,0.143613686,0.102709061,0.246322747,"Hotel Shilla Co.,Ltd","Hankook Tire Worldwide Co., Ltd",0.110889986
1348,Industrials,078930_KS,336260_KS,0.397451205,0.313957037,0.15796746,0.098569021,0.256536481,GS Holdings Corp,Doosan Fuel Cell Ltd,0.110448709
1350,Consumer Discretionary,057050_KS,013890_KS,0.332793175,0.332117952,0.110751298,0.110302334,0.221053632,Hyundai Home Shopping Network Corporation,Zinus Inc,0.110392127
1368,Industrials,375500_KS,004800_KS,0.273272643,0.343609236,0.074677937,0.118067307,0.192745245,Dl E&C Ltd,Hyosung Corporation,0.109389433
1371,Financials,001450_KS,071050_KS,0.29319994,0.339063772,0.085966205,0.114964241,0.200930446,Hyundai Marine & Fire Insurance Co. Ltd,"Korea Investment Holdings Co., Ltd",0.109164634
1381,Industrials,011200_KS,012750_KS,0.399772041,0.309298968,0.159817684,0.095665852,0.255483536,"Hyundai Merchant Marine Co.,Ltd",S-1 Corporation,0.108496218
1390,Financials,016360_KS,323410_KS,0.283131007,0.337967339,0.080163167,0.114221922,0.19438509,"Samsung Securities Co.,Ltd",Kakaobank Corp,0.107410171
1391,Industrials,003490_KS,006360_KS,0.256537672,0.343230349,0.065811577,0.117807072,0.183618649,"Korean Air Lines Co.,Ltd",GS Engineering & Construction Corporation,0.107407973
1392,Industrials,010140_KS,001440_KS,0.282013715,0.338143799,0.079531736,0.114341229,0.193872965,"Samsung Heavy Industries Co., Ltd","Taihan Electric Wire Co., Ltd",0.10737933
1395,Consumer Discretionary,271940_KS,009900_KS,0.259212924,0.342395879,0.06719134,0.117234938,0.184426278,Iljin HySolus Co Ltd,Myoung Shin Industrial Ltd,0.107226218
1407,Consumer Discretionary,020000_KS,039130_KS,0.324890758,0.326370902,0.105554005,0.106517966,0.21207197,HANDSOME Corp,Hanatour Service Inc,0.106325174
1438,Industrials,028050_KS,006360_KS,0.265013886,0.33456778,0.07023236,0.111935599,0.182167959,"Samsung Engineering Co., Ltd",GS Engineering & Construction Corporation,0.103594951
1460,Financials,055550_KS,005830_KS,0.357902296,0.309516906,0.128094053,0.095800715,0.223894768,"Shinhan Financial Group Co., Ltd","DB Insurance Co., Ltd",0.102259383
1461,Industrials,010780_KS,003490_KS,0.367130156,0.306504792,0.134784551,0.093945188,0.228729739,"IS DongSeo Co., Ltd","Korean Air Lines Co.,Ltd",0.102113061
1467,Materials,014680_KS,298050_KS,0.336026875,0.314627721,0.112914061,0.098990603,0.211904664,"Hansol Chemical Co., Ltd",Hyosung Advanced Materials Corp,0.101775295
1476,Industrials,006360_KS,052690_KS,0.313701213,0.318525363,0.098408451,0.101458407,0.199866858,GS Engineering & Construction Corporation,"KEPCO Engineering & Construction Company, Inc",0.100848416
1491,Financials,005940_KS,001450_KS,0.269084005,0.325618275,0.072406202,0.106027261,0.178433463,"NH Investment & Securities Co., Ltd",Hyundai Marine & Fire Insurance Co. Ltd,0.099303049
1499,Materials,016380_KS,361610_KS,0.366606851,0.298375371,0.134400583,0.089027862,0.223428445,Kg Dongbusteel Ltd,Sk Ie Technology Ltd,0.098102406
1500,Materials,093370_KS,178920_KS,0.389604141,0.290800799,0.151791387,0.084565105,0.236356491,"Foosung Co., Ltd",PI Advanced Materials Co Ltd,0.098010361
1510,Materials,010060_KS,016380_KS,0.279750578,0.318843102,0.078260386,0.101660924,0.17992131,OCI Company Ltd,Kg Dongbusteel Ltd,0.096980816
1538,Consumer Discretionary,381970_KS,161390_KS,0.265532794,0.317136939,0.070507665,0.100575838,0.171083503,K Car Co Ltd,"Hankook Tire Co., Ltd",0.094562203
1546,Consumer Discretionary,057050_KS,241590_KS,0.344795727,0.296463887,0.118884093,0.087890836,0.206774929,Hyundai Home Shopping Network Corporation,"Hwaseung Enterprise Co., Ltd",0.094089487
1555,Industrials,294870_KS,004800_KS,0.387773234,0.2817623,0.150368081,0.079389994,0.229758074,Hyundai Development Company,Hyosung Corporation,0.093585611
1562,Industrials,042670_KS,004800_KS,0.385959963,0.281430793,0.148965093,0.079203291,0.228168385,"Doosan Infracore Co., Ltd",Hyosung Corporation,0.093155651
1579,Materials,000210_KS,093370_KS,0.360390586,0.286957762,0.129881375,0.082344757,0.212226132,"Daelim Industrial Co., Ltd","Foosung Co., Ltd",0.091852081
