ticker1,ticker2,corr_px,corr_r
010950_KS,010950_KS,1.0,1.0
010950_KS,096770_KS,0.0,0.0
010950_KS,267250_KS,0.0,0.5096322389299481
010950_KS,ACDC_UW,0.6406291737046179,0.4409304218618699
010950_KS,AM_UN,0.0,0.48086982238915776
010950_KS,AMPY_UN,0.41800862756270085,0.46799027981433383
010950_KS,AMTX_UQ,0.0,0.2544327877194652
010950_KS,APA_UW,0.7875867853837724,0.45002798489718254
010950_KS,AR_UN,0.7729066608585681,0.39665354409501163
010950_KS,ARCH_UN,0.6968255422938989,0.4187941817788192
010950_KS,AROC_UN,0.5695315981656641,0.4495720453061228
010950_KS,ASC_UN,0.692078629897942,0.3388637853755951
010950_KS,BATL_UA,0.7618804143256275,0.0
010950_KS,BKR_UW,0.5420534690252118,0.4558885683703504
010950_KS,BOOM_UW,0.7749073433747802,0.4925977338011838
010950_KS,BORR_UN,0.5594786277388544,0.4589119534661446
010950_KS,BRY_UW,0.8821156809385252,0.4547047120287435
010950_KS,BTU_UN,0.7538981937974063,0.4327553508045425
010950_KS,CEIX_UN,0.0,0.26105306818152085
010950_KS,CHK_UW,0.0,0.39392327388791465
010950_KS,CHRD_UW,0.0,0.4581745790321259
010950_KS,CHX_UW,0.6032518171598129,0.42766195493566395
010950_KS,CIVI_UN,0.44217626679629873,0.48311946650029775
010950_KS,CLNE_UW,0.3202438212892252,0.34594437970682806
010950_KS,CNX_UN,0.568406555597034,0.39956297759415177
010950_KS,COP_UN,0.5664476664370857,0.4965419912418431
010950_KS,CPE_UN,0.8067840303247868,0.6064970852896955
010950_KS,CRC_UN,0.0,0.37638495837589436
010950_KS,CRGY_UN,0.7415463257827015,0.47380213443650343
010950_KS,CRK_UN,0.684424663123411,0.31842703941398576
010950_KS,CTRA_UN,0.3044956462505428,0.44608503023402785
010950_KS,CVI_UN,0.8497695485560443,0.3353465286884075
010950_KS,CVX_UN,0.6207524448565025,0.41782766621624146
010950_KS,DEN_UN,0.0,0.46757716825096945
010950_KS,DHT_UN,0.6429895510828996,0.2967288324716772
010950_KS,DINO_UN,0.7805436728095467,0.2623061917745066
010950_KS,DK_UN,0.6701571482085831,0.3244843247507355
010950_KS,DO_UN,0.39864872270407503,0.5588503964728119
010950_KS,DRQ_UN,0.8176981455819962,0.5247466536639211
010950_KS,DTM_UN,0.7978880320007202,0.4386847580803214
010950_KS,DVN_UN,0.6054719678875673,0.5102279073953562
010950_KS,EE_UN,0.5445480758904238,0.31008772654496497
010950_KS,EGY_UN,0.8001949302890411,0.47207105260464427
010950_KS,EOG_UN,0.4956036020476231,0.48655888129927444
010950_KS,EP_UA,0.8424475986410607,0.0
010950_KS,EQT_UN,-0.31127061689704105,0.37367625139483185
010950_KS,ESTE_UN,0.6217353811711396,0.5930339030324621
010950_KS,ETRN_UN,-0.3172653321234583,0.27591131372594346
010950_KS,EVA_UN,0.7272055885075002,0.0
010950_KS,FANG_UW,0.6193320310996981,0.5046956932668673
010950_KS,FLNG_UN,0.5516946518134687,0.27304019301857135
010950_KS,FRO_UN,0.5127017285203567,0.0
010950_KS,GEVO_UR,0.4077652370387999,0.0
010950_KS,GLNG_UW,0.0,0.47966406515731475
010950_KS,GPOR_UN,-0.6497855941358065,0.3676757187108832
010950_KS,GPRE_UW,0.0,0.30486002624641856
010950_KS,HAL_UN,0.7912148364180219,0.4986801582399679
010950_KS,HES_UN,0.3138476110274908,0.41207738958508233
010950_KS,HLX_UN,0.8982191140664773,0.4742464794897915
010950_KS,HP_UN,0.9238846440536952,0.3706660937767542
010950_KS,HPK_UQ,0.8781202209625442,0.4814674082264458
010950_KS,INSW_UN,0.4581962100672282,0.0
010950_KS,INT_UN,0.9360924506555729,0.503652522591848
010950_KS,KMI_UN,0.7219882359413893,0.38231556958828045
010950_KS,KNTK_UN,0.5040931097133199,0.0
010950_KS,KOS_UN,0.928325081186939,0.5403787589328597
010950_KS,LBRT_UN,0.7441605025880234,0.45913089125982215
010950_KS,LEU_UA,0.4561062447160271,0.37250246651334873
010950_KS,LNG_UA,0.6982112132340177,0.3606071984363258
010950_KS,LPG_UN,-0.5379844429257805,0.30138601050936664
010950_KS,MGY_UN,0.8691550647879229,0.4818618676631041
010950_KS,MPC_UN,0.8683769498469205,0.39177280820930893
010950_KS,MRO_UN,0.7208672032030723,0.4936626588831063
010950_KS,MTDR_UN,0.8250850335689311,0.4618500481535228
010950_KS,MUR_UN,0.8082034030090897,0.5193370304191598
010950_KS,NAT_UN,0.31796938637780603,0.2695014007846057
010950_KS,NBR_UN,0.9198607222776152,0.4175317079961959
010950_KS,NC_UN,0.7242371434097366,0.3804163654415806
010950_KS,NE_UN,0.6228895683283698,0.5368395160409346
010950_KS,NEX_UN,0.7294363561313779,0.5035090626498071
010950_KS,NEXT_UR,-0.42402856317890003,0.3670223921148027
010950_KS,NFE_UW,0.34912355418177954,0.4820689453601599
010950_KS,NOG_UN,0.0,0.4585559255963861
010950_KS,NOV_UN,0.8586590137225812,0.409170128892092
010950_KS,NR_UN,0.5568169516482774,0.3351030163186278
010950_KS,OII_UN,0.7956962802644767,0.5669415785578172
010950_KS,OIS_UN,0.9423049740819156,0.5358690569382919
010950_KS,OKE_UN,0.5457825963926914,0.40235587076075985
010950_KS,OVV_UN,0.838877642819718,0.4935246795449979
010950_KS,OXY_UN,0.789025346194038,0.4764962183148804
010950_KS,PARR_UN,0.8151079598797113,0.2903360164167956
010950_KS,PBF_UN,0.7246748189094802,0.2891359132729573
010950_KS,PDCE_UW,0.0,0.5388592893584692
010950_KS,PR_UN,0.8246104252806383,0.5429221535184219
010950_KS,PSX_UN,0.8245824789710836,0.46338154738362936
010950_KS,PTEN_UW,0.870950324237151,0.410602584264977
010950_KS,PUMP_UN,0.718249256699973,0.442908415820643
010950_KS,PXD_UN,0.0,0.3419470716248634
010950_KS,REI_UA,0.790746842417464,0.4834414420418081
010950_KS,REPX_UA,0.34437628727246045,0.34918678304912076
010950_KS,RES_UN,0.8343348445532826,0.3797428500443767
010950_KS,REX_UN,0.0,0.27396758173606134
010950_KS,ROCC_UW,0.7265893651474056,0.5601931733744212
010950_KS,RRC_UN,0.0,0.463545284809047
010950_KS,SBOW_UN,0.2664498391738823,0.4844519920837411
010950_KS,SD_UN,0.0,0.4415737177590465
010950_KS,SFL_UN,0.8255855328694599,0.3790401556919504
010950_KS,SLB_UN,0.8233829811380249,0.5108741161393655
010950_KS,SLCA_UN,0.0,0.5557294759663247
010950_KS,SM_UN,0.8204328116447783,0.4917587115290743
010950_KS,SOI_UN,0.77339268079554,0.4841014514444924
010950_KS,STNG_UN,0.8118610592059835,0.3667521237947893
