kospi_ticker,russell_ticker,ks_len,rs_len,corr_r,corr_px,+,weight,,
000660 KS,TWKS UW,61,61,0,0.423253596,0.423253596,0.451803897,,
009150 KS,ACIW UW,61,61,0,0.422716103,0.422716103,0.451230148,,
020150 KS,PWSC UN,61,61,0,0.422511672,0.422511672,0.451011926,,
000990 KS,SSNC UW,61,61,0,0.422328506,0.422328506,0.450816405,,
000990 KS,APPS UR,61,61,0,0.42090681,0.42090681,0.44929881,,
034220 KS,JNPR UN,61,61,0,0.420753231,0.420753231,0.449134871,,
000990 KS,GDYN UR,61,61,0,0.420486313,0.420486313,0.448849948,,
034220 KS,DGII UW,61,61,0,0.420185662,0.420185662,0.448529018,,
402340 KS,AMAT UW,61,61,0,0.41965876,0.41965876,0.447966573,,
000990 KS,OLED UW,61,61,0,0.419312467,0.419312467,0.447596921,,
006400 KS,SKYT UR,61,61,0,0.419157641,0.419157641,0.447431652,,
006400 KS,SPLK UW,61,61,0,0.418456713,0.418456713,0.446683443,,
000990 KS,FORG UN,61,61,0,0.418092407,0.418092407,0.446294563,,
011070 KS,NSSC UW,61,61,0,0.418080775,0.418080775,0.446282147,,
034220 KS,MSTR UW,61,61,0,0.417332924,0.417332924,0.44548385,,
034220 KS,KODK UN,61,61,0,0.417197473,0.417197473,0.445339262,,
020150 KS,DOCU UW,61,61,0,0.416985733,0.416985733,0.445113239,,
000990 KS,QLYS UW,61,61,0,0.41698009,0.41698009,0.445107216,,
020150 KS,COHR UN,61,61,0,0.416864121,0.416864121,0.444983424,,
000660 KS,PAR UN,61,61,0,0.41585161,0.41585161,0.443902614,,
018260 KS,BOX UN,61,61,0,0.414235949,0.414235949,0.44217797,,
000990 KS,FSLY UN,61,61,0,0.414178272,0.414178272,0.442116402,,
009150 KS,FSLR UW,61,61,0,0.414118943,0.414118943,0.442053071,,
009150 KS,TGAN UR,61,61,0,0.413930725,0.413930725,0.441852158,,
020150 KS,DZSI UR,61,61,0,0.413799821,0.413799821,0.441712423,,
034220 KS,FLT UN,61,61,0,0.413535243,0.413535243,0.441429999,,
005930 KS,III UQ,61,61,0,0.41352843,0.41352843,0.441422726,,
006400 KS,AMBA UW,61,61,0,0.412747765,0.412747765,0.440589401,,
402340 KS,GLOB UN,61,61,0,0.41272771,0.41272771,0.440567994,,
034220 KS,TTMI UW,61,61,0,0.412476305,0.412476305,0.44029963,,
020150 KS,ENV UN,61,61,0,0.411944104,0.411944104,0.43973153,,
018260 KS,APPF UQ,61,61,0,0.411200935,0.411200935,0.438938231,,
402340 KS,TWKS UW,61,61,0,0.410964006,0.410964006,0.43868532,,
018260 KS,DV UN,61,61,0,0.410930754,0.410930754,0.438649825,,
000990 KS,BOX UN,61,61,0,0.410131272,0.410131272,0.437796415,,
034220 KS,PD UN,61,61,0,0.410060132,0.410060132,0.437720476,,
018260 KS,PTC UW,61,61,0,0.409954486,0.409954486,0.437607704,,
020150 KS,U UN,61,61,0,0.409088986,0.409088986,0.436683821,,
005930 KS,DOMO UQ,61,61,0,0.409023621,0.409023621,0.436614048,,
018260 KS,CXT UN,61,61,0,0.408985497,0.408985497,0.436573352,,
009150 KS,PAYX UW,61,61,0,0.408949666,0.408949666,0.436535104,,
020150 KS,CRNC UW,61,61,0,0.407952748,0.407952748,0.43547094,,
000660 KS,NSSC UW,61,61,0,0.407496844,0.407496844,0.434984283,,
009150 KS,TLS UQ,61,61,0,0.407198497,0.407198497,0.434665811,,
006400 KS,COHU UW,61,61,0,0.406794008,0.406794008,0.434234037,,
402340 KS,ON UW,61,61,0,0.406585499,0.406585499,0.434011463,,
006400 KS,LVOX UW,61,61,0,0.406214324,0.406214324,0.433615251,,
020150 KS,DXC UN,61,61,0,0.404711427,0.404711427,0.432010977,,
006400 KS,GREE UW,61,61,0,0.403204503,0.403204503,0.430402405,,
000990 KS,HLIT UW,61,61,0,0.403132555,0.403132555,0.430325603,,
018260 KS,CTLP UW,61,61,0,0.403077823,0.403077823,0.43026718,,
006400 KS,U UN,61,61,0,0.402664294,0.402664294,0.429825757,,
000660 KS,RNG UN,61,61,0,0.400788571,0.400788571,0.427823508,,
034220 KS,FFIV UW,61,61,0,0.400479737,0.400479737,0.427493842,,
034220 KS,MASS UQ,61,61,0,0.40033758,0.40033758,0.427342096,,
000990 KS,VRNT UW,61,61,0,0.400105156,0.400105156,0.427093993,,
018260 KS,NN UR,61,61,0,0.399675268,0.399675268,0.426635107,,
006400 KS,DGII UW,61,61,0,0.398975199,0.398975199,0.425887816,,
006400 KS,PSTG UN,61,61,0,0.398662154,0.398662154,0.425553654,,
009150 KS,AEVA UN,61,61,0,0.398639114,0.398639114,0.425529061,,
000990 KS,ADI UW,61,61,0,0.397334689,0.397334689,0.424136646,,
020150 KS,CMPO UQ,61,61,0,0.397310423,0.397310423,0.424110743,,
006400 KS,SMAR UN,61,61,0,0.397044859,0.397044859,0.423827266,,
000990 KS,DSP UW,61,61,0,0.397019028,0.397019028,0.423799693,,
018260 KS,GWRE UN,61,61,0,0.397007948,0.397007948,0.423787865,,
020150 KS,LIDR UR,61,61,0,0.396613787,0.396613787,0.423367116,,
034220 KS,CTS UN,61,61,0,0.396297739,0.396297739,0.42302975,,
020150 KS,MIR UN,61,61,0,0.395914536,0.395914536,0.422620697,,
034220 KS,CFLT UW,61,61,0,0.395606159,0.395606159,0.422291519,,
000990 KS,WEX UN,61,61,0,0.395266755,0.395266755,0.421929221,,
006400 KS,WDAY UW,61,61,0,0.394239755,0.394239755,0.420832946,,
006400 KS,TTMI UW,61,61,0,0.394224249,0.394224249,0.420816394,,
009150 KS,DGII UW,61,61,0,0.393309666,0.393309666,0.419840118,,
005930 KS,FISV UW,61,61,0,0.393028084,0.393028084,0.419539542,,
000660 KS,UIS UN,61,61,0,0.392430136,0.392430136,0.41890126,,
018260 KS,WU UN,61,61,0,0.391290501,0.391290501,0.417684752,,
034220 KS,III UQ,61,61,0,0.391148156,0.391148156,0.417532805,,
000990 KS,GLW UN,61,61,0,0.390618086,0.390618086,0.416966979,,
011070 KS,EVCM UW,61,61,0,0.390598533,0.390598533,0.416946108,,
000990 KS,DBX UW,61,61,0,0.390595584,0.390595584,0.416942959,,
034220 KS,U UN,61,61,0,0.390438947,0.390438947,0.416775756,,
000990 KS,CDNS UW,61,61,0,0.390030198,0.390030198,0.416339435,,
009150 KS,PCOR UN,61,61,0,0.38974236,0.38974236,0.416032181,,
000660 KS,DOX UW,61,61,0,0.389544851,0.389544851,0.415821349,,
018260 KS,MTTR UQ,61,61,0,0.38938735,0.38938735,0.415653224,,
034220 KS,MARA UR,61,61,0,0.389183077,0.389183077,0.415435172,,
034220 KS,TXN UW,61,61,0,0.389008515,0.389008515,0.415248836,,
020150 KS,PATH UN,61,61,0,0.388175876,0.388175876,0.414360031,,
006400 KS,ASAN UN,61,61,0,0.388050628,0.388050628,0.414226335,,
005930 KS,EXTR UW,61,61,0,0.387847487,0.387847487,0.414009491,,
018260 KS,AMBA UW,61,61,0,0.387496703,0.387496703,0.413635046,,
020150 KS,DOX UW,61,61,0,0.386135352,0.386135352,0.412181865,,
034220 KS,AFRM UW,61,61,0,0.38487318,0.38487318,0.410834554,,
005930 KS,NEWR UN,61,61,0,0.382633127,0.382633127,0.4084434,,
006400 KS,FORM UW,61,61,0,0.382432624,0.382432624,0.408229372,,
000990 KS,NABL UN,61,61,0,0.382254273,0.382254273,0.408038991,,
005930 KS,DGII UW,61,61,0,0.38148663,0.38148663,0.407219566,,
000990 KS,FOUR UN,61,61,0,0.380993464,0.380993464,0.406693135,,
034220 KS,PRO UN,61,61,0,0.380502163,0.380502163,0.406168693,,
006400 KS,DZSI UR,61,61,0,0.380494246,0.380494246,0.406160242,,
034220 KS,CRNC UW,61,61,0,0.378753999,0.378753999,0.404302607,,
402340 KS,MAPS UW,61,61,0,0.378711976,0.378711976,0.40425775,,
000990 KS,MODN UN,61,61,0,0.378514627,0.378514627,0.404047089,,
000990 KS,DOCN UN,61,61,0,0.378485753,0.378485753,0.404016268,,
000990 KS,ETWO UN,61,61,0,0.377892551,0.377892551,0.403383051,,
034220 KS,SNX UN,61,61,0,0.377739444,0.377739444,0.403219616,,
009150 KS,ALRM UW,61,61,0,0.377047495,0.377047495,0.402480993,,
000660 KS,OLED UW,61,61,0,0.376827521,0.376827521,0.40224618,,
009150 KS,AGYS UW,61,61,0,0.3766766,0.3766766,0.402085079,,
034220 KS,NOVT UW,61,61,0,0.376186177,0.376186177,0.401561575,,
020150 KS,INDI UR,61,61,0,0.375049135,0.375049135,0.400347835,,
006400 KS,CMTL UW,61,61,0,0.374575183,0.374575183,0.399841912,,
000660 KS,FFIV UW,61,61,0,0.374334731,0.374334731,0.399585241,,
006400 KS,KLIC UW,61,61,0,0.373358693,0.373358693,0.398543365,,
402340 KS,MKSI UW,61,61,0,0.373283345,0.373283345,0.398462934,,
034220 KS,GEN UW,61,61,0,0.37295069,0.37295069,0.39810784,,
034220 KS,DOCN UN,61,61,0,0.372872489,0.372872489,0.398024364,,
006400 KS,PAYX UW,61,61,0,0.372758468,0.372758468,0.397902652,,
000990 KS,SNX UN,61,61,0,0.372349344,0.372349344,0.39746593,,
005930 KS,TER UW,61,61,0.384880939,-0.319659375,0.065221564,0.397048785,,
000990 KS,CRNC UW,61,61,0,0.371097382,0.371097382,0.396129518,,
402340 KS,AI UN,61,61,0,0.370879229,0.370879229,0.39589665,,
034220 KS,EXTR UW,61,61,0,0.370639953,0.370639953,0.395641234,,
018260 KS,MASS UQ,61,61,0,0.370415827,0.370415827,0.39540199,,
402340 KS,KN UN,61,61,0,0.369290793,0.369290793,0.394201067,,
402340 KS,ADBE UW,61,61,0,0.369227112,0.369227112,0.39413309,,
034220 KS,FORG UN,61,61,0,0.369049914,0.369049914,0.39394394,,
402340 KS,RGTI UR,61,61,0,0.369002687,0.369002687,0.393893527,,
000660 KS,NN UR,61,61,0,0.36737607,0.36737607,0.392157188,,
000990 KS,RELY UW,61,61,0,0.367182867,0.367182867,0.391950953,,
011070 KS,EXTR UW,61,61,0,0.367151857,0.367151857,0.391917851,,
018260 KS,AMSWA UW,61,61,0,0.366844908,0.366844908,0.391590197,,
034220 KS,SNPS UW,61,61,0,0.365975747,0.365975747,0.390662407,,
000660 KS,COHU UW,61,61,0,0.36495328,0.36495328,0.38957097,,
402340 KS,CVT UQ,61,61,0,0.364845264,0.364845264,0.389455668,,
006400 KS,QRVO UW,61,61,0,0.363393992,0.363393992,0.387906501,,
034220 KS,AI UN,61,61,0,0.362652713,0.362652713,0.387115219,,
018260 KS,AAPL UW,61,61,0,0.362153275,0.362153275,0.386582093,,
034220 KS,VNT UN,61,61,0,0.3618238,0.3618238,0.386230393,,
000990 KS,CSGS UW,61,61,0,0.361752892,0.361752892,0.386154702,,
034220 KS,KN UN,61,61,0,0.361600691,0.361600691,0.385992235,,
000990 KS,FLYW UW,61,61,0,0.361534069,0.361534069,0.385921119,,
005930 KS,ADEA UW,61,61,0,0.361338163,0.361338163,0.385711997,,
000990 KS,IMXI UR,61,61,0,0.361102611,0.361102611,0.385460557,,
006400 KS,KE UW,61,61,0,0.360702345,0.360702345,0.385033291,,
011070 KS,SMAR UN,61,61,0,0.360473659,0.360473659,0.384789179,,
034220 KS,AOSL UW,61,61,0,0.360285362,0.360285362,0.384588181,,
006400 KS,ESMT UN,61,61,0,0.359998665,0.359998665,0.384282145,,
000990 KS,AAPL UW,61,61,0,0.359976725,0.359976725,0.384258724,,
034220 KS,MTTR UQ,61,61,0,0.359861996,0.359861996,0.384136257,,
018260 KS,FLYW UW,61,61,0,0.359358212,0.359358212,0.38359849,,
009150 KS,IDCC UW,61,61,0.392592429,-0.347115615,0.045476814,0.38253252,,
000660 KS,MTTR UQ,61,61,0,0.358303221,0.358303221,0.382472335,,
000990 KS,OLO UN,61,61,0,0.35794228,0.35794228,0.382087048,,
000660 KS,MASS UQ,61,61,0,0.357567478,0.357567478,0.381686963,,
034220 KS,CRDO UW,61,61,0,0.357305682,0.357305682,0.381407508,,
011070 KS,INFA UN,61,61,0,0.35682094,0.35682094,0.380890068,,
000660 KS,MA UN,61,61,0,0.356341873,0.356341873,0.380378686,,
020150 KS,ADP UW,61,61,0,0.356248272,0.356248272,0.380278772,,
000660 KS,MMS UN,61,61,0,0.356238425,0.356238425,0.38026826,,
000990 KS,CRSR UW,61,61,0,0.354199257,0.354199257,0.378091541,,
000990 KS,EXTR UW,61,61,0,0.35402395,0.35402395,0.377904409,,
034220 KS,PCTY UW,61,61,0,0.354012919,0.354012919,0.377892633,,
034220 KS,NATI UW,61,61,0,0.353674694,0.353674694,0.377531594,,
034220 KS,ATEN UN,61,61,0,0.353307419,0.353307419,0.377139545,,
009150 KS,KN UN,61,61,0,0.353176266,0.353176266,0.376999545,,
000990 KS,NOW UN,61,61,0,0.353173285,0.353173285,0.376996363,,
034220 KS,ESTC UN,61,61,0,0.352890207,0.352890207,0.37669419,,
006400 KS,SSTI UR,61,61,0,0.352676314,0.352676314,0.376465869,,
000990 KS,AZPN UW,61,61,0,0.352279614,0.352279614,0.37604241,,
006400 KS,INTC UW,61,61,0,0.352046885,0.352046885,0.375793982,,
034220 KS,ROG UN,61,61,0,0.351222119,0.351222119,0.374913582,,
006400 KS,AOSL UW,61,61,0,0.351220018,0.351220018,0.37491134,,
005930 KS,AXTI UW,61,61,0.372500971,-0.318698682,0.053802289,0.374327285,,
018260 KS,SNOW UN,61,61,0,0.349972496,0.349972496,0.373579667,,
000990 KS,HCKT UW,61,61,0,0.349553667,0.349553667,0.373132586,,
034220 KS,CTSH UW,61,61,0,0.349414511,0.349414511,0.372984043,,
402340 KS,WDC UW,61,61,0,0.347184529,0.347184529,0.37060364,,
000990 KS,CNXN UW,61,61,0,0.345758244,0.345758244,0.369081145,,
000660 KS,MARA UR,61,61,0,0.345550081,0.345550081,0.368858941,,
034220 KS,TEAM UW,61,61,0,0.34546263,0.34546263,0.368765591,,
009150 KS,APPS UR,61,61,0.336970702,-0.260219711,0.076750991,0.368597498,,
005930 KS,EVTC UN,61,61,0,0.344852741,0.344852741,0.368114562,,
034220 KS,IT UN,61,61,0,0.344650749,0.344650749,0.367898945,,
006400 KS,KD UN,61,61,0,0.343478481,0.343478481,0.366647602,,
034220 KS,GLOB UN,61,61,0,0.343334541,0.343334541,0.366493953,,
000660 KS,CNXN UW,61,61,0,0.343315944,0.343315944,0.366474101,,
018260 KS,QRVO UW,61,61,0,0.343168811,0.343168811,0.366317044,,
011070 KS,COHU UW,61,61,0,0.342895389,0.342895389,0.366025178,,
006400 KS,SSNC UW,61,61,0,0.342792953,0.342792953,0.365915832,,
000990 KS,CSCO UW,61,61,0,0.342125003,0.342125003,0.365202827,,
005930 KS,UIS UN,61,61,0,0.341851548,0.341851548,0.364910926,,
011070 KS,RIOT UR,61,61,0,0.341769669,0.341769669,0.364823523,,
000660 KS,MSI UN,61,61,0,0.341686138,0.341686138,0.364734358,,
011070 KS,OLED UW,61,61,0,0.340688418,0.340688418,0.363669337,,
000990 KS,WULF UR,61,61,0,0.340648914,0.340648914,0.363627169,,
000990 KS,AVID UW,61,61,0,0.340629507,0.340629507,0.363606452,,
034220 KS,ENV UN,61,61,0,0.340430173,0.340430173,0.363393672,,
000660 KS,III UQ,61,61,0,0.339856217,0.339856217,0.362781001,,
006400 KS,WDC UW,61,61,0,0.33984821,0.33984821,0.362772453,,
020150 KS,FN UN,61,61,0,0.339456392,0.339456392,0.362354206,,
018260 KS,TEAM UW,61,61,0,0.339224894,0.339224894,0.362107092,,
009150 KS,CISO UR,61,61,0,0.33781248,0.33781248,0.360599405,,
020150 KS,FFIV UW,61,61,0,0.336972424,0.336972424,0.359702683,,
000660 KS,DIOD UW,61,61,0,0.33657641,0.33657641,0.359279956,,
034220 KS,BSY UW,61,61,0,0.336426465,0.336426465,0.359119897,,
034220 KS,SPSC UW,61,61,0,0.335710824,0.335710824,0.358355983,,
011070 KS,ALRM UW,61,61,0,0.334981928,0.334981928,0.35757792,,
034220 KS,KEYS UN,61,61,0,0.334004218,0.334004218,0.356534259,,
020150 KS,CNXN UW,61,61,0,0.333268678,0.333268678,0.355749103,,
000990 KS,APH UN,61,61,0,0.333238885,0.333238885,0.355717301,,
000990 KS,ZBRA UW,61,61,0,0.332978398,0.332978398,0.355439243,,
009150 KS,NEWR UN,61,61,0.354173992,-0.304258675,0.049915317,0.354586905,,
011070 KS,OKTA UW,61,61,0,0.332170629,0.332170629,0.354576986,,
034220 KS,SCSC UW,61,61,0,0.331574453,0.331574453,0.353940595,,
009150 KS,BLND UN,61,61,0,0.331484718,0.331484718,0.353844807,,
034220 KS,AAPL UW,61,61,0,0.331387432,0.331387432,0.353740959,,
006400 KS,ADSK UW,61,61,0,0.330745465,0.330745465,0.353055689,,
000660 KS,CVT UQ,61,61,0,0.330333934,0.330333934,0.352616398,,
034220 KS,GPN UN,61,61,0,0.330013706,0.330013706,0.352274569,,
034220 KS,MITK UR,61,61,0,0.32964568,0.32964568,0.351881718,,
034220 KS,ADI UW,61,61,0,0.329407554,0.329407554,0.35162753,,
020150 KS,CISO UR,61,61,0,0.329098854,0.329098854,0.351298007,,
006400 KS,OUST UN,61,61,0,0.32738372,0.32738372,0.34946718,,
402340 KS,WDAY UW,61,61,0,0.32691575,0.32691575,0.348967643,,
018260 KS,OLED UW,61,61,0,0.326803548,0.326803548,0.348847872,,
034220 KS,KE UW,61,61,0,0.326484449,0.326484449,0.348507249,,
000660 KS,KEYS UN,61,61,0,0.326406326,0.326406326,0.348423856,,
034220 KS,DT UN,61,61,0,0.325926595,0.325926595,0.347911765,,
018260 KS,LITE UW,61,61,0,0.325734722,0.325734722,0.347706949,,
006400 KS,GEN UW,61,61,0,0.325325114,0.325325114,0.347269711,,
034220 KS,CSCO UW,61,61,0,0.324629213,0.324629213,0.346526868,,
000990 KS,TYL UN,61,61,0,0.323937299,0.323937299,0.345788283,,
000660 KS,NEWR UN,61,61,0,0.323863537,0.323863537,0.345709545,,
000990 KS,NET UN,61,61,0,0.322179393,0.322179393,0.343911798,,
020150 KS,FSLR UW,61,61,0,0.32051726,0.32051726,0.342137547,,
034220 KS,ARW UN,61,61,0,0.319629231,0.319629231,0.341189617,,
034220 KS,APLD UW,61,61,0,0.319149145,0.319149145,0.340677146,,
000990 KS,CALX UN,61,61,0,0.318447893,0.318447893,0.339928592,,
034220 KS,DELL UN,61,61,0,0.31758869,0.31758869,0.339011432,,
000990 KS,EVCM UW,61,61,0,0.317307447,0.317307447,0.338711218,,
034220 KS,OLO UN,61,61,0,0.316226691,0.316226691,0.33755756,,
011070 KS,MASS UQ,61,61,0,0.315994936,0.315994936,0.337310172,,
034220 KS,CVLT UW,61,61,0,0.315503337,0.315503337,0.336785412,,
006400 KS,CPTN UR,61,61,0,0.315412112,0.315412112,0.336688034,,
000990 KS,CRM UN,61,61,0,0.315292272,0.315292272,0.336560111,,
034220 KS,APP UW,61,61,0,0.315256269,0.315256269,0.336521679,,
009150 KS,AMSWA UW,61,61,0,0.314699735,0.314699735,0.335927604,,
009150 KS,AKTS UR,61,61,0,0.314086057,0.314086057,0.335272531,,
018260 KS,CSGS UW,61,61,0.446931674,-0.489035687,-0.042104013,0.335271725,,
034220 KS,AVT UW,61,61,0,0.314038069,0.314038069,0.335221307,,
011070 KS,MSI UN,61,61,0,0.313562944,0.313562944,0.334714132,,
006400 KS,ADBE UW,61,61,0,0.312814715,0.312814715,0.333915432,,
020150 KS,SMTC UW,61,61,0,0.312642049,0.312642049,0.333731118,,
034220 KS,APH UN,61,61,0,0.3124707,0.3124707,0.333548211,,
000990 KS,PSTG UN,61,61,0,0.312295529,0.312295529,0.333361224,,
000990 KS,FFIV UW,61,61,0,0.311920189,0.311920189,0.332960565,,
000990 KS,NTAP UW,61,61,0,0.311821702,0.311821702,0.332855435,,
034220 KS,MLNK UN,61,61,0,0.311678419,0.311678419,0.332702487,,
000660 KS,NET UN,61,61,0,0.311226636,0.311226636,0.332220229,,
402340 KS,PSTG UN,61,61,0,0.311127957,0.311127957,0.332114894,,
000990 KS,PWSC UN,61,61,0,0.310889943,0.310889943,0.331860825,,
034220 KS,ETWO UN,61,61,0,0.310350091,0.310350091,0.331284558,,
020150 KS,YEXT UN,61,61,0,0.309382633,0.309382633,0.33025184,,
000660 KS,AEIS UW,61,61,0,0.307600391,0.307600391,0.328349379,,
000660 KS,RPD UQ,61,61,0,0.307496131,0.307496131,0.328238085,,
006400 KS,RMNI UQ,61,61,0,0.307413231,0.307413231,0.328149594,,
034220 KS,NVDA UW,61,61,0,0.306594176,0.306594176,0.32727529,,
000990 KS,TXN UW,61,61,0,0.305991355,0.305991355,0.326631806,,
006400 KS,ENV UN,61,61,0,0.303899362,0.303899362,0.324398699,,
005930 KS,INTC UW,61,61,0,0.303838397,0.303838397,0.324333622,,
000990 KS,S UN,61,61,0,0.303824137,0.303824137,0.3243184,,
034220 KS,ONTF UN,61,61,0,0.30365984,0.30365984,0.32414302,,
020150 KS,TEAM UW,61,61,0,0.302992457,0.302992457,0.32343062,,
034220 KS,CXT UN,61,61,0,0.302764188,0.302764188,0.323186953,,
000990 KS,AKAM UW,61,61,0,0.30236649,0.30236649,0.322762428,,
034220 KS,APPN UQ,61,61,0,0.302307377,0.302307377,0.322699328,,
006400 KS,TLS UQ,61,61,0,0.301985071,0.301985071,0.322355281,,
006400 KS,LITE UW,61,61,0,0.301611019,0.301611019,0.321955997,,
005930 KS,SMAR UN,61,61,0,0.301584073,0.301584073,0.321927233,,
000990 KS,MA UN,61,61,0,0.301480902,0.301480902,0.321817103,,
000990 KS,AGYS UW,61,61,0,0.301017735,0.301017735,0.321322694,,
034220 KS,TYL UN,61,61,0,0.300299051,0.300299051,0.320555531,,
006400 KS,CMPO UQ,61,61,0,0.299953387,0.299953387,0.320186551,,
000990 KS,EEFT UW,61,61,0,0.299206985,0.299206985,0.319389801,,
020150 KS,BHE UN,61,61,0,0.29848556,0.29848556,0.318619713,,
020150 KS,FCUV UQ,61,61,0,0.2978932,0.2978932,0.317987395,,
000990 KS,PATH UN,61,61,0,0.297819293,0.297819293,0.317908503,,
000660 KS,ASAN UN,61,61,0,0.297284215,0.297284215,0.317337332,,
009150 KS,PFSW UR,61,61,0,0.295607788,0.295607788,0.315547822,,
009150 KS,PRGS UW,61,61,0,0.295383998,0.295383998,0.315308936,,
034220 KS,NTNX UW,61,61,0,0.294560204,0.294560204,0.314429574,,
034220 KS,PLTR UN,61,61,0,0.294144068,0.294144068,0.313985368,,
020150 KS,EGHT UW,61,61,0,0.294085412,0.294085412,0.313922755,,
000660 KS,MSTR UW,61,61,0,0.293624865,0.293624865,0.313431143,,
034220 KS,MQ UW,61,61,0,0.293405656,0.293405656,0.313197146,,
034220 KS,MVIS UQ,61,61,0,0.292029627,0.292029627,0.311728298,,
034220 KS,CVT UQ,61,61,0,0.291955053,0.291955053,0.311648694,,
009150 KS,ONDS UR,61,61,0,0.291657842,0.291657842,0.311331435,,
006400 KS,ALTR UW,61,61,0,0.290878388,0.290878388,0.310499404,,
034220 KS,SGH UW,61,61,0,0.290824703,0.290824703,0.310442098,,
034220 KS,TDC UN,61,61,0,0.290574028,0.290574028,0.310174513,,
000660 KS,PDFS UW,61,61,0,0.290212989,0.290212989,0.30978912,,
018260 KS,STNE UW,61,61,0,0.290178801,0.290178801,0.309752627,,
000990 KS,DXC UN,61,61,0,0.289500201,0.289500201,0.309028251,,
034220 KS,PAYX UW,61,61,0,0.288567076,0.288567076,0.308032184,,
020150 KS,NET UN,61,61,0,0.287538504,0.287538504,0.30693423,,
005930 KS,NSSC UW,61,61,0,0.287331924,0.287331924,0.306713715,,
011070 KS,KEYS UN,61,61,0,0.287297002,0.287297002,0.306676438,,
034220 KS,BKI UN,61,61,0,0.287068966,0.287068966,0.306433019,,
020150 KS,QRVO UW,61,61,0,0.285894342,0.285894342,0.305179162,,
034220 KS,YOU UN,61,61,0,0.285777516,0.285777516,0.305054455,,
034220 KS,ARLO UN,61,61,0,0.285776489,0.285776489,0.30505336,,
034220 KS,HUBS UN,61,61,0,0.285645335,0.285645335,0.304913358,,
034220 KS,ANET UN,61,61,0,0.285163289,0.285163289,0.304398797,,
006400 KS,INST UN,61,61,0,0.285002549,0.285002549,0.304227214,,
000990 KS,DELL UN,61,61,0,0.28469686,0.28469686,0.303900904,,
006400 KS,KN UN,61,61,0,0.284692351,0.284692351,0.303896091,,
006400 KS,ALRM UW,61,61,0,0.283003555,0.283003555,0.302093378,,
034220 KS,CLSK UR,61,61,0,0.282525597,0.282525597,0.301583181,,
034220 KS,PLUS UW,61,61,0,0.282288895,0.282288895,0.301330511,,
000990 KS,KN UN,61,61,0,0.282244737,0.282244737,0.301283375,,
009150 KS,PWSC UN,61,61,0,0.282119631,0.282119631,0.301149831,,
018260 KS,CLSK UR,61,61,0,0.281727237,0.281727237,0.300730968,,
034220 KS,MA UN,61,61,0,0.281455669,0.281455669,0.300441081,,
034220 KS,INFA UN,61,61,0,0.280878394,0.280878394,0.299824866,,
006400 KS,CYXT UW,61,61,0,0.280750596,0.280750596,0.299688448,,
018260 KS,TYL UN,61,61,0,0.28030875,0.28030875,0.299216798,,
020150 KS,CNDT UW,61,61,0,0.28006227,0.28006227,0.298953691,,
006400 KS,IRNT UN,61,61,0,0.279819416,0.279819416,0.298694455,,
000990 KS,FLT UN,61,61,0,0.279248525,0.279248525,0.298085055,,
005930 KS,TWKS UW,61,61,0,0.278761901,0.278761901,0.297565606,,
034220 KS,EVCM UW,61,61,0,0.278449103,0.278449103,0.297231709,,
034220 KS,MRVL UW,61,61,0,0.278444622,0.278444622,0.297226926,,
006400 KS,GLOB UN,61,61,0,0.278108013,0.278108013,0.296867612,,
020150 KS,VRNS UW,61,61,0,0.277840941,0.277840941,0.296582524,,
000660 KS,LFUS UW,61,61,0,0.27767542,0.27767542,0.296405838,,
020150 KS,OLED UW,61,61,0,0.277455888,0.277455888,0.296171497,,
000660 KS,TEAM UW,61,61,0,0.276719339,0.276719339,0.295385265,,
020150 KS,GEN UW,61,61,0,0.276687198,0.276687198,0.295350956,,
011070 KS,FFIV UW,61,61,0,0.276299244,0.276299244,0.294936833,,
402340 KS,SPLK UW,61,61,0,0.275468066,0.275468066,0.294049588,,
009150 KS,IT UN,61,61,0,0.275149107,0.275149107,0.293709114,,
402340 KS,KLR UN,61,61,0,0.274819763,0.274819763,0.293357554,,
011070 KS,ZUO UN,61,61,0,0.274587895,0.274587895,0.293110046,,
034220 KS,PEGA UW,61,61,0,0.274397564,0.274397564,0.292906876,,
000990 KS,QCOM UW,61,61,0,0.274174701,0.274174701,0.29266898,,
018260 KS,NEWR UN,61,61,0,0.273348845,0.273348845,0.291787417,,
006400 KS,RNG UN,61,61,0,0.273233481,0.273233481,0.291664271,,
034220 KS,LTCH UW,61,61,0,0.272577624,0.272577624,0.290964173,,
000660 KS,ICHR UW,61,61,0,0.272502833,0.272502833,0.290884337,,
000990 KS,BR UN,61,61,0,0.272088364,0.272088364,0.29044191,,
034220 KS,BASE UW,61,61,0,0.27197777,0.27197777,0.290323857,,
402340 KS,JBL UN,61,61,0,0.271616547,0.271616547,0.289938268,,
000990 KS,NOVT UW,61,61,0,0.271483972,0.271483972,0.28979675,,
034220 KS,NEWR UN,61,61,0,0.271456299,0.271456299,0.28976721,,
018260 KS,III UQ,61,61,0,0.270853986,0.270853986,0.289124268,,
020150 KS,EXLS UW,61,61,0,0.270406607,0.270406607,0.288646712,,
034220 KS,ZBRA UW,61,61,0,0.270064508,0.270064508,0.288281537,,
000990 KS,ROP UN,61,61,0,0.269191151,0.269191151,0.287349267,,
034220 KS,GLW UN,61,61,0,0.269148048,0.269148048,0.287303258,,
