ranking,sector,ticker1,ticker2,corr_px,corr_r,corr_px**2,corr_r**2,corr**2_sum,name1,name2,corr**2_w_sum
161,Industrials,241560_KS,010780_KS,-0.825349433,0.50544257,0.681201686,0.255472192,0.936673878,Doosan Bobcat Inc,"IS DongSeo Co., Ltd",0.340618091
269,Industrials,336260_KS,241560_KS,-0.813408524,0.443742607,0.661633426,0.196907501,0.858540927,Doosan Fuel Cell Ltd,Doosan Bobcat Inc,0.289852686
326,Industrials,042670_KS,010780_KS,-0.820906028,0.409927862,0.673886706,0.168040852,0.841927558,"Doosan Infracore Co., Ltd","IS DongSeo Co., Ltd",0.269210023
372,Industrials,329180_KS,010780_KS,-0.81414202,0.393064889,0.662827229,0.154500007,0.817327237,"Hyundai Heavy Industries Co., Ltd","IS DongSeo Co., Ltd",0.256165451
477,Consumer Discretionary,039130_KS,073240_KS,-0.830476116,0.344377047,0.68969058,0.118595551,0.80828613,Hanatour Service Inc,"Kumho Tire Co., Inc",0.232814557
508,Industrials,010780_KS,079550_KS,-0.811800887,0.342920078,0.65902068,0.11759418,0.77661486,"IS DongSeo Co., Ltd",LIG Nex1 Co Ltd,0.22587948
556,Industrials,010780_KS,010120_KS,-0.818467841,0.31682174,0.669889606,0.100376015,0.770265621,"IS DongSeo Co., Ltd","LSIS Co., Ltd",0.214278733
646,Consumer Discretionary,005380_KS,039130_KS,-0.802375988,0.295315299,0.643807227,0.087211126,0.731018352,Hyundai Motor Company,Hanatour Service Inc,0.198530346
840,Industrials,064350_KS,010780_KS,-0.914567829,0.0,0.836434314,0.0,0.836434314,Hyundai Rotem Company,"IS DongSeo Co., Ltd",0.167286863
862,Consumer Staples,004370_KS,139480_KS,-0.905634337,0.0,0.820173552,0.0,0.820173552,"Nongshim Co., Ltd",E-MART Inc,0.16403471
1110,Consumer Discretionary,005380_KS,284740_KS,-0.825468646,0.0,0.681398485,0.0,0.681398485,Hyundai Motor Company,Cuckoo Homesys Ltd,0.136279697
1116,Consumer Discretionary,032350_KS,073240_KS,-0.823849583,0.0,0.678728135,0.0,0.678728135,Lotte Tour Development Ltd,"Kumho Tire Co., Inc",0.135745627
1141,Consumer Staples,026960_KS,005300_KS,-0.816100486,0.0,0.666020004,0.0,0.666020004,Dongsuh,"Lotte Chilsung Beverage Co.,Ltd",0.133204001
1142,Consumer Discretionary,018880_KS,032350_KS,-0.815765194,0.0,0.665472851,0.0,0.665472851,Hanon Systems,Lotte Tour Development Ltd,0.13309457
1144,Consumer Discretionary,284740_KS,073240_KS,-0.815603982,0.0,0.665209855,0.0,0.665209855,Cuckoo Homesys Ltd,"Kumho Tire Co., Inc",0.133041971
