ranking,sector,ticker1,ticker2,corr_px,corr_r,corr_px**2,corr_r**2,corr**2_sum,name1,name2,corr**2_w_sum
2,Financials,316140_KS,PRI_UN,0.957729892,0.556430111,0.917246546,0.309614469,1.226861014,Woori Financial Group Inc,Primerica Inc,0.431140884
4,Industrials,294870_KS,SSD_UN,0.873318395,0.582417121,0.762685019,0.339209703,1.101894722,Hyundai Development Company,Simpson Manufacturing Inc,0.423904766
5,Energy,WTI_UN,010950_KS,0.932939778,0.5548767,0.870376629,0.307888153,1.178264782,W And T Offshore Inc,S-Oil Corporation,0.420385848
6,Industrials,294870_KS,HSC_UN,0.820964632,0.592331675,0.673982927,0.350856813,1.02483974,Hyundai Development Company,Harsco Corp,0.415482036
7,Financials,316140_KS,BLX_UN,0.856416094,0.578368223,0.733448526,0.334509801,1.067958327,Woori Financial Group Inc,Banco Latinoamericano De Comercio,0.414297546
8,Energy,010950_KS,OIS_UN,0.942304974,0.535869057,0.887938664,0.287155646,1.17509431,S-Oil Corporation,Oil States International Inc,0.40731225
9,Energy,010950_KS,KOS_UN,0.928325081,0.540378759,0.861787456,0.292009203,1.153796659,S-Oil Corporation,Kosmos Energy Ltd,0.405964854
10,Financials,138930_KS,MKL_UN,0.912916889,0.54265249,0.833417246,0.294471725,1.127888971,BNK Financial Group Inc,Markel Corp,0.402260829
11,Industrials,294870_KS,HI_UN,0.779307097,0.590296791,0.607319552,0.348450301,0.955769853,Hyundai Development Company,Hillenbrand Inc,0.400224151
12,Information Technology,MU_UW,005930_KS,0.924687771,0.534614561,0.855047473,0.285812729,1.140860202,Micron Technology Inc,"Samsung Electronics Co., Ltd",0.399659678
13,Financials,MKL_UN,316140_KS,0.840719142,0.566509341,0.706808675,0.320932834,1.027741509,Markel Corp,Woori Financial Group Inc,0.398108002
14,Industrials,RHI_UN,028670_KS,0.882927856,0.547650734,0.779561598,0.299921326,1.079482924,Robert Half,"Pan Ocean Co., Ltd",0.39584938
16,Industrials,KAR_UN,294870_KS,0.917381547,0.52950182,0.841588903,0.280372177,1.12196108,Kar Auction Services Inc,Hyundai Development Company,0.392615522
17,Financials,BRK_B_UN,316140_KS,0.908060298,0.528680019,0.824573505,0.279502563,1.104076068,Berkshire Hathaway Inc. Class B,Woori Financial Group Inc,0.388516751
18,Energy,OII_UN,010950_KS,0.79569628,0.566941579,0.63313257,0.321422753,0.954555324,Oceaneering International Inc,S-Oil Corporation,0.383764716
19,Industrials,028670_KS,CMRE_UN,0.965132104,0.494208435,0.931479979,0.244241977,1.175721956,"Pan Ocean Co., Ltd",Costamare Inc,0.381689577
20,Industrials,028670_KS,KFY_UN,0.747479452,0.578597614,0.558725531,0.334775199,0.89350073,"Pan Ocean Co., Ltd",Korn Ferry International,0.379565265
21,Industrials,028670_KS,LHX_UN,0.923356552,0.511052698,0.852587322,0.26117486,1.113762182,"Pan Ocean Co., Ltd","L3Harris Technologies, Inc.",0.379457352
22,Energy,INT_UN,010950_KS,0.936092451,0.503652523,0.876269076,0.253665864,1.12993494,World Fuel Services Corp,S-Oil Corporation,0.378186506
23,Financials,316140_KS,AIG_UN,0.803519687,0.557691683,0.645643888,0.311020013,0.956663901,Woori Financial Group Inc,American International Group Inc,0.377944788
24,Industrials,028670_KS,HII_UN,0.805649299,0.556521355,0.649070793,0.309716019,0.958786812,"Pan Ocean Co., Ltd",Huntington Ingalls Industries Inc,0.377586974
25,Industrials,375500_KS,HSC_UN,0.81701804,0.552082065,0.667518478,0.304794607,0.972313085,Dl E&C Ltd,Harsco Corp,0.377339381
26,Energy,267250_KS,WFRD_UW,0.814157597,0.552969471,0.662852593,0.305775236,0.968627829,"Hyundai Heavy Industries Holdings Co., Ltd",Weatherford International plc,0.377190707
27,Materials,SXC_UN,000210_KS,0.957466668,0.49200254,0.91674242,0.2420665,1.15880892,Suncoke Energy Inc,"Daelim Industrial Co., Ltd",0.377001684
28,Industrials,IIIN_UN,294870_KS,0.821680862,0.548510144,0.675159439,0.300863378,0.976022817,Insteel Industries Inc,Hyundai Development Company,0.37572259
30,Financials,SEIC_UW,138930_KS,0.841967065,0.539206655,0.708908539,0.290743817,0.999652356,SEI Investments,BNK Financial Group Inc,0.374376761
31,Industrials,028670_KS,KFRC_UW,0.846679138,0.535497847,0.716865562,0.286757944,1.003623506,"Pan Ocean Co., Ltd",Kforce Inc,0.372779468
32,Energy,PR_UN,010950_KS,0.824610425,0.542922154,0.679982353,0.294764465,0.974746818,Permian Resources Corporation - Class A,S-Oil Corporation,0.371808043
33,Financials,138930_KS,AIG_UN,0.765834282,0.563813525,0.586502147,0.317885691,0.904387838,BNK Financial Group Inc,American International Group Inc,0.371608982
34,Industrials,294870_KS,MATW_UW,0.863140799,0.526612383,0.745012038,0.277320602,1.02233264,Hyundai Development Company,Matthews International Corp Class,0.370858889
35,Industrials,294870_KS,MATX_UN,0.849931676,0.529957145,0.722383853,0.280854576,1.003238429,Hyundai Development Company,Matson Inc,0.369160431
36,Industrials,SP_UW,294870_KS,0.830201901,0.536544462,0.689235196,0.287879959,0.977115156,Sp Plus Corp,Hyundai Development Company,0.368151006
37,Financials,316140_KS,RDN_UN,0.93815551,0.489912629,0.880135762,0.240014384,1.120150146,Woori Financial Group Inc,Radian Group Inc,0.36803866
38,Industrials,028670_KS,GNK_UN,0.923329192,0.495875759,0.852536798,0.245892768,1.098429566,"Pan Ocean Co., Ltd",Genco Shipping And Trading Ltd,0.367221574
39,Financials,000810_KS,BLX_UN,0.793933061,0.548786192,0.630329705,0.301166285,0.93149599,"Samsung Fire & Marine Insurance Co., Ltd",Banco Latinoamericano De Comercio,0.366998969
40,Industrials,CRAI_UW,294870_KS,-0.833168333,0.533296519,0.694169471,0.284405177,0.978574648,Cra International Inc,Hyundai Development Company,0.366358036
41,Industrials,336260_KS,AMOT_UQ,0.830390657,0.532308181,0.689548644,0.283352,0.972900643,Doosan Fuel Cell Ltd,Allied Motion Technologies Inc,0.364591329
42,Energy,VTNR_UR,010950_KS,0.861584842,0.519764337,0.742328439,0.270154966,1.012483405,Vertex Energy Inc,S-Oil Corporation,0.364589661
43,Materials,003240_KS,KOP_UN,0.877789455,0.51146263,0.770514327,0.261594022,1.032108349,"Taekwang Industrial Co., Ltd",Koppers Holdings Inc,0.363378083
44,Financials,ESNT_UN,316140_KS,0.930387194,0.48728633,0.86562033,0.237447967,1.103068297,Essent Group Ltd,Woori Financial Group Inc,0.36308244
45,Industrials,034020_KS,EAF_UN,0.865740155,0.515924188,0.749506017,0.266177767,1.015683784,"Doosan Heavy Industries & Construction Co., Ltd",Graftech International Ltd.,0.362843417
46,Industrials,KBR_UN,294870_KS,0.906888922,0.496586223,0.822447517,0.246597876,1.069045394,"KBR, Inc.",Hyundai Development Company,0.361767804
47,Financials,BLX_UN,024110_KS,0.806028019,0.53828434,0.649681167,0.28975003,0.939431197,Banco Latinoamericano De Comercio,Industrial Bank of Korea,0.361736257
48,Financials,316140_KS,UNM_UN,0.87943561,0.508358557,0.773406992,0.258428423,1.031835415,Woori Financial Group Inc,Unum Group,0.361424137
49,Industrials,009540_KS,GXO_UN,0.928518691,0.485498974,0.86214696,0.235709253,1.097856214,HD Korea Shipbuilding & Offshore Engineering Co Lt,"GXO Logistics, Inc.",0.360996794
50,Industrials,294870_KS,LNN_UN,-0.846261295,0.521582367,0.71615818,0.272048166,0.988206346,Hyundai Development Company,Lindsay Corp,0.360870169
51,Financials,NMIH_UQ,316140_KS,0.895467566,0.500097488,0.801862162,0.250097497,1.051959659,NMI Holdings Inc,Woori Financial Group Inc,0.36045043
52,Industrials,375500_KS,SSD_UN,0.872789587,0.509463023,0.761761664,0.259552572,1.021314236,Dl E&C Ltd,Simpson Manufacturing Inc,0.35999439
53,Industrials,294870_KS,RHI_UN,-0.797148061,0.539209286,0.635445031,0.290746654,0.926191686,Hyundai Development Company,Robert Half,0.359686329
54,Energy,WHD_UN,010950_KS,0.799581082,0.537832764,0.639329906,0.289264082,0.928593988,Cactus Inc Class A,S-Oil Corporation,0.359277247
55,Industrials,NVEE_UW,294870_KS,-0.7303859,0.561609685,0.533463563,0.315405438,0.848869002,Nv5 Global Inc,Hyundai Development Company,0.359017063
56,Industrials,028670_KS,GOGL_UW,0.890068872,0.500449003,0.792222598,0.250449205,1.042671802,"Pan Ocean Co., Ltd",Golden Ocean Group Ltd,0.358803884
57,Industrials,TNET_UN,294870_KS,0.895593104,0.497948308,0.802087008,0.247952517,1.050039525,"TriNet Group, Inc.",Hyundai Development Company,0.358779415
58,Energy,010950_KS,ESTE_UN,0.621735381,0.593033903,0.386554884,0.35168921,0.738244094,S-Oil Corporation,Earthstone Energy Inc Class A,0.358662345
59,Industrials,375500_KS,ROCK_UW,0.875778975,0.506159081,0.766988812,0.256197016,1.023185828,Dl E&C Ltd,Gibraltar Industries Inc,0.358355375
60,Energy,010950_KS,ROCC_UW,0.726589365,0.560193173,0.527932106,0.313816391,0.841748497,S-Oil Corporation,Ranger Oil Corporation - Class A,0.356639534
61,Industrials,294870_KS,CNM_UN,0.933428449,0.476656537,0.87128867,0.227201454,1.098490124,Hyundai Development Company,"Core & Main, Inc.",0.356018897
62,Industrials,294870_KS,TNC_UN,0.81870812,0.526260662,0.670282985,0.276950284,0.94723327,Hyundai Development Company,Tennant,0.355616824
63,Industrials,294870_KS,ALGT_UW,0.814207344,0.527368462,0.662933599,0.278117495,0.941051094,Hyundai Development Company,Allegiant Travel,0.355080716
