ticker,field,name,value,position
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AZPN UW,96
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AZTA UW,97
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BA UN,98
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BAC UN,99
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BAH UN,100
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BALL UN,101
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BAX UN,102
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BBWI UN,103
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BBY UN,104
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BC UN,105
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BDX UN,106
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BEN UN,107
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BEPC UN,108
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BERY UN,109
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BF/A UN,110
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BF/B UN,111
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BFAM UN,112
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BG UN,113
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BHF UW,114
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BIIB UW,115
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BILL UN,116
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BIO UN,117
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BJ UN,118
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BK UN,119
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BKI UN,120
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BKNG UW,121
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BKR UW,122
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BLD UN,123
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BLDR UN,124
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BLK UN,125
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BMRN UW,126
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BMY UN,127
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BOH UN,128
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BOKF UW,129
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BPOP UW,130
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BR UN,131
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BRK/B UN,132
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BRKR UW,133
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BRO UN,134
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BRX UN,135
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BSX UN,136
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BSY UW,137
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BURL UN,138
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BWA UN,139
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BWXT UN,140
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BX UN,141
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BXP UN,142
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,BYD UN,143
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,C UN,144
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CABO UN,145
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CACC UW,146
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CACI UN,147
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CAG UN,148
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CAH UN,149
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CAR UW,150
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CARR UN,151
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CASY UW,152
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CAT UN,153
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CB UN,154
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CBOE UF,155
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CBRE UN,156
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CBSH UW,157
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CC UN,158
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CCCS UW,159
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CCI UN,160
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CCK UN,161
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CCL UN,162
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CDAY UN,163
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CDNS UW,164
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CDW UW,165
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CE UN,166
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CEG UW,167
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CERT UW,168
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CF UN,169
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CFG UN,170
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CFLT UW,171
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CFR UN,172
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CG UW,173
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CGNX UW,174
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CHD UN,175
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CHDN UW,176
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CHE UN,177
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CHH UN,178
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CHK UW,179
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CHPT UN,180
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CHRW UW,181
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CHTR UW,182
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CI UN,183
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CIEN UN,184
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CINF UW,185
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CL UN,186
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CLF UN,187
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CLH UN,188
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CLVT UN,189
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CLX UN,190
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CMA UN,191
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CMCSA UW,192
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CME UW,193
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CMG UN,194
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CMI UN,195
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CMS UN,196
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CNA UN,197
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CNC UN,198
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CNM UN,199
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CNP UN,200
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CNXC UW,201
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,COF UN,202
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,COHR UN,203
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,COIN UW,204
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,COLB UW,205
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,COLD UN,206
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,COLM UW,207
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,COO UN,208
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,COP UN,209
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,COST UW,210
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,COTY UN,211
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CPA UN,212
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CPB UN,213
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CPRI UN,214
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CPRT UW,215
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CPT UN,216
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CR UN,217
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CRBG UN,218
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CRI UN,219
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CRL UN,220
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CRM UN,221
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CRUS UW,222
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CRWD UW,223
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CSCO UW,224
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CSGP UW,225
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CSL UN,226
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CSX UW,227
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CTAS UW,228
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CTLT UN,229
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CTRA UN,230
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CTSH UW,231
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CTVA UN,232
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CUBE UN,233
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CUZ UN,234
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CVNA UN,235
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CVS UN,236
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CVX UN,237
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CW UN,238
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CXT UN,239
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,CZR UW,240
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,D UN,241
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DAL UN,242
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DAR UN,243
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DASH UN,244
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DBX UW,245
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DCI UN,246
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DD UN,247
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DDOG UW,248
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DE UN,249
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DECK UN,250
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DEI UN,251
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DELL UN,252
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DFS UN,253
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DG UN,254
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DGX UN,255
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DH UW,256
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DHI UN,257
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DHR UN,258
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DINO UN,259
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DIS UN,260
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DISH UW,261
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DKNG UW,262
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DKS UN,263
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DLB UN,264
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DLR UN,265
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DLTR UW,266
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DNA UN,267
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DNB UN,268
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DOCS UN,269
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DOCU UW,270
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DOV UN,271
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DOW UN,272
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DOX UW,273
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DPZ UN,274
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DRI UN,275
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DRVN UW,276
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DT UN,277
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DTE UN,278
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DTM UN,279
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DUK UN,280
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DV UN,281
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DVA UN,282
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DVN UN,283
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DXC UN,284
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,DXCM UW,285
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EA UW,286
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EBAY UW,287
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ECL UN,288
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ED UN,289
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EEFT UW,290
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EFX UN,291
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EGP UN,292
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EHAB UN,293
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EHC UN,294
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EIX UN,295
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EL UN,296
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ELAN UN,297
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ELS UN,298
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ELV UN,299
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EMN UN,300
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EMR UN,301
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ENOV UN,302
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ENPH UQ,303
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ENTG UW,304
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EOG UN,305
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EPAM UN,306
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EPR UN,307
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EQH UN,308
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EQIX UW,309
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EQR UN,310
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EQT UN,311
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ERIE UW,312
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ES UN,313
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ESAB UN,314
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ESI UN,315
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ESS UN,316
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ESTC UN,317
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ETN UN,318
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ETR UN,319
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ETSY UW,320
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EVA UN,321
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EVR UN,322
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EVRG UW,323
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EW UN,324
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EWBC UW,325
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EXAS UR,326
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EXC UW,327
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EXEL UW,328
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EXP UN,329
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EXPD UW,330
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EXPE UW,331
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,EXR UN,332
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,F UN,333
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FAF UN,334
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FANG UW,335
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FAST UW,336
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FBIN UN,337
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FCN UN,338
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FCNCA UW,339
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FCX UN,340
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FDS UN,341
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FDX UN,342
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FE UN,343
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FFIV UW,344
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FG UN,345
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FHB UW,346
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FHN UN,347
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FICO UN,348
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FIS UN,349
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FISV UW,350
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FITB UW,351
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FIVE UW,352
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FIVN UQ,353
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FLO UN,354
RIY Index,INDX_MEMBERS,Member Ticker and Exchange Code,FLS UN,355
