ticker,field,name,value,position
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AADI UR,0
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AAN UN,1
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AAON UW,2
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AAT UN,3
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ABCB UW,4
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ABCL UW,5
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ABG UN,6
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ABM UN,7
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ABR UN,8
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ABSI UW,9
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ABUS UW,10
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AC UN,11
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACA UN,12
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACAD UW,13
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACCD UW,14
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACCO UN,15
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACDC UW,16
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACEL UN,17
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACET UQ,18
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACHR UN,19
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACIW UW,20
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACLS UW,21
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACLX UW,22
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACMR UQ,23
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACNB UR,24
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACRE UN,25
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACRS UW,26
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACRV UQ,27
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACT UW,28
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ACVA UW,29
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ADC UN,30
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ADEA UW,31
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ADMA UQ,32
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ADNT UN,33
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ADPT UW,34
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ADTH UR,35
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ADTN UW,36
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ADUS UW,37
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ADV UW,38
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AEIS UW,39
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AEL UN,40
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AEO UN,41
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AEVA UN,42
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AFCG UQ,43
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AFMD UQ,44
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AGEN UR,45
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AGIO UW,46
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AGM UN,47
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AGTI UN,48
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AGX UN,49
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AGYS UW,50
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AHCO UR,51
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AHH UN,52
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AHT UN,53
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AI UN,54
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AIN UN,55
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AIP UQ,56
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AIR UN,57
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AIRS UQ,58
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AIT UN,59
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AIV UN,60
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AJRD UN,61
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AKA UN,62
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AKR UN,63
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AKRO UW,64
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AKTS UR,65
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AKYA UW,66
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALCO UW,67
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALE UN,68
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALEC UW,69
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALEX UN,70
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALG UN,71
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALGT UW,72
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALHC UW,73
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALIT UN,74
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALKS UW,75
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALKT UW,76
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALLO UW,77
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALPN UQ,78
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALRM UW,79
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALRS UR,80
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALTG UN,81
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALTO UR,82
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALTR UW,83
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALVR UW,84
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALX UN,85
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ALXO UW,86
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMAL UQ,87
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMBA UW,88
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMBC UN,89
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMCX UW,90
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMEH UR,91
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMK UN,92
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMKR UW,93
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMLX UW,94
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMN UN,95
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMNB UW,96
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMOT UQ,97
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMPH UW,98
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMPL UR,99
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMPS UN,100
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMPY UN,101
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMR UN,102
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMRC UN,103
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMRK UW,104
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMRS UW,105
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMRX UN,106
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMSF UW,107
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMSWA UW,108
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMTB UW,109
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMTX UQ,110
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMWD UW,111
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AMWL UN,112
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ANAB UW,113
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ANDE UW,114
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ANF UN,115
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ANGO UW,116
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ANIK UW,117
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ANIP UQ,118
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ANTX UW,119
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AOMR UN,120
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AORT UN,121
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AOSL UW,122
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APAM UN,123
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APEI UW,124
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APG UN,125
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APLD UW,126
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APLE UN,127
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APLS UW,128
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APOG UW,129
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APPF UQ,130
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APPH UW,131
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APPN UQ,132
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,APPS UR,133
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARCB UW,134
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARCH UN,135
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARCT UQ,136
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AREN UA,137
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARGO UN,138
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARI UN,139
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARIS UN,140
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARKO UR,141
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARL UN,142
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARLO UN,143
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARNC UN,144
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AROC UN,145
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,AROW UW,146
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARQT UW,147
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARR UN,148
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARRY UQ,149
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARTNA UW,150
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARVN UW,151
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ARWR UW,152
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ASAN UN,153
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ASB UN,154
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ASC UN,155
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ASGN UN,156
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ASIX UN,157
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ASLE UR,158
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ASO UW,159
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ASPN UN,160
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ASTE UW,161
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ASTR UR,162
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ATEC UW,163
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ATEN UN,164
RTY Index,INDX_MEMBERS,Member Ticker and Exchange Code,ATER UR,165
