date,PX_OPEN,PX_LOW,PX_HIGH,PX_LAST,VOLUME,MOV_AVG_5D,CHG_PCT_1D,LOG_CHG_PCT_1D,LOG_CHG_PCT_1D_win
2021-03-04,30400.0,30000.0,29300.0,31350.0,1723259.0,28490.0,3.0508,0.03005188453998002,0.03005188453998002
2021-03-05,29300.0,29900.0,29150.0,30950.0,802634.0,30150.0,-3.6184,-0.036854873959144115,-0.036854873959144115
2021-03-08,26550.0,29550.0,26550.0,29550.0,749853.0,29030.0,-9.3857,-0.09855814874945872,-0.05568925828355818
2021-03-09,24300.0,26050.0,23700.0,26150.0,674151.0,28010.0,-8.4746,-0.08855365660073793,-0.05568925828355818
2021-03-10,23850.0,25000.0,23650.0,25450.0,366607.0,26880.0,-1.8519,-0.018692623578310565,-0.018692623578310565
2021-03-11,24050.0,24000.0,23800.0,25100.0,314373.0,25610.0,0.8386,0.008351032855641441,0.008351032855641441
2021-03-12,24800.0,24100.0,24100.0,25450.0,294641.0,24710.0,3.1185,0.030708626377230378,0.030708626377230378
2021-03-15,26850.0,25700.0,25200.0,27250.0,568041.0,24770.0,8.2661,0.07942189962747676,0.06460351902516262
2021-03-16,27200.0,27100.0,26000.0,28200.0,652095.0,25350.0,1.3035,0.01295077550877155,0.01295077550877155
2021-03-17,26600.0,27200.0,26200.0,27650.0,219012.0,25900.0,-2.2059,-0.022305937965442398,-0.022305937965442398
2021-03-18,27200.0,27050.0,26500.0,27500.0,269519.0,26530.0,2.2556,0.02230537516128399,0.02230537516128399
2021-03-19,26450.0,26650.0,26000.0,27150.0,151785.0,26860.0,-2.7574,-0.027961298929707397,-0.027961298929707397
2021-03-22,25450.0,26500.0,25400.0,26750.0,155530.0,26580.0,-3.7807,-0.03854022473805024,-0.03854022473805024
2021-03-23,25700.0,25450.0,24450.0,26050.0,162045.0,26280.0,0.9823,0.009775067970773772,0.009775067970773772
2021-03-24,26550.0,25750.0,25300.0,26850.0,246120.0,26270.0,3.3074,0.03253882358338164,0.03253882358338164
2021-03-25,27650.0,26400.0,25900.0,28300.0,401557.0,26360.0,4.1431,0.040595728924125676,0.040595728924125676
2021-03-26,26850.0,27600.0,26350.0,27900.0,253637.0,26440.0,-2.8933,-0.029359812041407567,-0.029359812041407567
2021-03-29,25200.0,26650.0,25200.0,26750.0,213045.0,26390.0,-6.1453,-0.06342234429477299,-0.05568925828355818
2021-03-30,25200.0,25200.0,24900.0,25450.0,96420.0,26290.0,0.0,0.0,0.0
2021-03-31,24000.0,25200.0,24000.0,25450.0,142577.0,25780.0,-4.7619,-0.04879011416943322,-0.04879011416943322
2021-04-01,24000.0,24050.0,23950.0,24750.0,117650.0,25050.0,0.0,0.0,0.0
2021-04-02,23100.0,24200.0,22500.0,24350.0,305044.0,24300.0,-3.75,-0.03822121282019774,-0.03822121282019774
2021-04-05,22500.0,23300.0,22300.0,23400.0,159022.0,23760.0,-2.5974,-0.026317281650707153,-0.026317281650707153
2021-04-06,21800.0,22600.0,21600.0,22650.0,218889.0,23080.0,-3.1111,-0.03160522473643861,-0.03160522473643861
2021-04-07,22500.0,22500.0,22150.0,22900.0,216443.0,22780.0,3.211,0.031605250526438367,0.031605250526438367
2021-04-08,22100.0,22550.0,21800.0,22600.0,120904.0,22400.0,-1.7778,-0.01793792693103676,-0.01793792693103676
2021-04-09,23700.0,22100.0,21950.0,23900.0,328779.0,22520.0,7.2398,0.06989726240217276,0.06460351902516262
2021-04-12,23100.0,23500.0,22700.0,23500.0,120186.0,22640.0,-2.5316,-0.02564196308097941,-0.02564196308097941
2021-04-13,24100.0,23000.0,22950.0,24650.0,310604.0,23100.0,4.329,0.04237918147508471,0.04237918147508471
2021-04-14,25000.0,23900.0,23900.0,25000.0,140703.0,23600.0,3.7344,0.03666360037151775,0.03666360037151775
2021-04-15,24400.0,25000.0,24350.0,25000.0,82304.0,24060.0,-2.4,-0.024292692569044587,-0.024292692569044587
2021-04-16,23750.0,24400.0,23400.0,25350.0,185664.0,24070.0,-2.6639,-0.027000248134357956,-0.027000248134357956
2021-04-19,23200.0,23700.0,22900.0,23750.0,104384.0,24090.0,-2.3158,-0.023430359567012452,-0.023430359567012452
2021-04-20,23450.0,23150.0,23100.0,23900.0,90055.0,23960.0,1.0776,0.010718352680569058,0.010718352680569058
2021-04-21,23050.0,23300.0,22700.0,23400.0,83457.0,23570.0,-1.7058,-0.01720516362760105,-0.01720516362760105
2021-04-22,23000.0,23500.0,22850.0,23900.0,121312.0,23290.0,-0.2169,-0.0021713556874404217,-0.0021713556874404217
2021-04-23,22900.0,22850.0,22650.0,23300.0,70460.0,23120.0,-0.4348,-0.004357480041460083,-0.004357480041460083
2021-04-26,23700.0,23350.0,23250.0,24000.0,161743.0,23220.0,3.4934,0.034337656568117644,0.034337656568117644
2021-04-27,23100.0,23700.0,22950.0,23700.0,82027.0,23150.0,-2.5316,-0.02564196308097941,-0.02564196308097941
2021-04-28,22800.0,22950.0,22550.0,23100.0,87393.0,23100.0,-1.2987,-0.01307206840945809,-0.01307206840945809
2021-04-29,22550.0,22900.0,22450.0,22900.0,52692.0,23010.0,-1.0965,-0.011025558703507677,-0.011025558703507677
2021-04-30,22150.0,22500.0,22100.0,22750.0,51204.0,22860.0,-1.7738,-0.01789720376912202,-0.01789720376912202
2021-05-03,22150.0,22000.0,22000.0,22850.0,52955.0,22550.0,0.0,0.0,0.0
2021-05-04,22000.0,22150.0,21650.0,22350.0,59108.0,22330.0,-0.6772,-0.006795034041919742,-0.006795034041919742
2021-05-05,22000.0,22150.0,21650.0,22350.0,59108.0,22330.0,0.0,0.0,0.0
2021-05-06,21800.0,22000.0,21800.0,22350.0,45026.0,22130.0,-0.9091,-0.009132575306395963,-0.009132575306395963
2021-05-07,22000.0,21850.0,21800.0,22250.0,44972.0,22020.0,0.9174,0.009132174472315683,0.009132174472315683
2021-05-10,22400.0,21900.0,21900.0,22750.0,83593.0,22070.0,1.8182,0.018018684074090865,0.018018684074090865
2021-05-11,22050.0,22250.0,21850.0,22650.0,73774.0,22050.0,-1.5625,-0.015748356968139168,-0.015748356968139168
2021-05-12,20900.0,21800.0,20750.0,22050.0,136372.0,21830.0,-5.2154,-0.053563237180484086,-0.053563237180484086
2021-05-13,20150.0,20400.0,20150.0,21050.0,76565.0,21500.0,-3.5885,-0.036544696880817885,-0.036544696880817885
2021-05-14,20050.0,20500.0,20000.0,20650.0,49591.0,21110.0,-0.4963,-0.004975356585275634,-0.004975356585275634
2021-05-17,20150.0,20200.0,19600.0,20400.0,73730.0,20660.0,0.4988,0.004975601141245672,0.004975601141245672
2021-05-18,20300.0,19950.0,19850.0,20600.0,53962.0,20310.0,0.7444,0.007416430167350911,0.007416430167350911
2021-05-19,20300.0,19950.0,19850.0,20600.0,53962.0,20310.0,0.0,0.0,0.0
2021-05-20,20350.0,20550.0,20200.0,20550.0,35333.0,20200.0,0.2463,0.0024599717868069356,0.0024599717868069356
2021-05-21,20600.0,20750.0,20350.0,21350.0,89084.0,20290.0,1.2285,0.012210151771009098,0.012210151771009098
2021-05-24,20000.0,20600.0,20000.0,20750.0,73272.0,20280.0,-2.9126,-0.029558582241568588,-0.029558582241568588
2021-05-25,20350.0,20000.0,19850.0,20400.0,37811.0,20320.0,1.75,0.017348638334613073,0.017348638334613073
2021-05-26,20350.0,20500.0,20250.0,21100.0,61326.0,20330.0,0.0,0.0,0.0
2021-05-27,20100.0,20400.0,20050.0,20500.0,30996.0,20280.0,-1.2285,-0.01236108438576305,-0.01236108438576305
2021-05-28,21100.0,20100.0,20050.0,21100.0,81716.0,20380.0,4.9751,0.04855299318947572,0.04855299318947572
2021-05-31,22000.0,21350.0,21250.0,22400.0,198270.0,20780.0,4.2654,0.04176938560356737,0.04176938560356737
2021-06-01,21900.0,22100.0,21600.0,22100.0,65092.0,21090.0,-0.4545,-0.0045553599149604235,-0.0045553599149604235
2021-06-02,21550.0,22000.0,21400.0,22100.0,64820.0,21330.0,-1.5982,-0.016111089414265936,-0.016111089414265936
2021-06-03,22400.0,21750.0,21650.0,22700.0,125361.0,21790.0,3.9443,0.03868499275765466,0.03868499275765466
2021-06-04,22200.0,22400.0,22000.0,22600.0,45320.0,22010.0,-0.8929,-0.008969102415286303,-0.008969102415286303
2021-06-07,21400.0,22250.0,21350.0,22250.0,78151.0,21890.0,-3.6036,-0.03670132946725105,-0.03670132946725105
2021-06-08,21500.0,21400.0,21150.0,21500.0,45098.0,21810.0,0.4673,0.004662115431387403,0.004662115431387403
2021-06-09,21050.0,21450.0,21050.0,21700.0,42919.0,21710.0,-2.093,-0.021152137475563694,-0.021152137475563694
2021-06-10,21550.0,20900.0,20900.0,21900.0,59719.0,21540.0,2.3753,0.023475286583778822,0.023475286583778822
